(단위 : 천원),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
회사명,종목코드,상장일,결산년도,결산월,업종,자산,부채,자본,매출액(수익),,영업이익,,당기순이익,
,,,(재무),(재무),,,,,매출액(수익),증감률,영업이익,증감률,당기순이익,증감률
엔씨소프트,036570,2003-05-22,2022,12월,소프트웨어 개발 및 공급업,"4,341,399,984","1,117,332,088","3,224,067,896","2,401,567,306",12,"575,986,638",69,"458,275,294",30
국제엘렉트릭,053740,2003-03-21,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
하이스틸,071090,2003-02-17,2022,12월,1차 철강 제조업,"286,120,587","136,411,779","149,708,808","302,739,816",26,"11,808,013",-41,"7,562,297",-52
대화제약,067080,2003-02-14,2022,12월,의약품 제조업,"182,593,965","99,014,537","83,579,428","99,192,379",11,"3,897,189",56,"1,923,067",-17
우수AMS,066590,2003-02-12,2022,12월,자동차 신품 부품 제조업,"214,377,640","133,034,164","81,343,475","248,613,901",13,"4,873,796",32,"-20,306,929",-349
UC아이콜스,065810,2003-02-12,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
하츠,066130,2003-02-11,2022,12월,가정용 기기 제조업,"134,619,292","37,515,177","97,104,116","143,130,132",4,"7,183,439",-28,"4,594,238",-43
JW신약,067290,2003-02-11,2022,12월,의약품 제조업,"94,955,764","37,215,623","57,740,141","95,703,415",8,"7,333,918",11,"-14,542,300",-31
케이에스알,066340,2003-02-07,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
빅텍,065450,2003-02-05,2022,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","96,212,027","35,168,431","61,043,596","74,374,891",-27,"1,652,772",-76,"-231,659",-104
SBS콘텐츠허브,046140,2003-02-05,2022,12월,"영화, 비디오물, 방송프로그램 제작 및 배급업","240,936,780","69,024,019","171,912,761","180,944,764",10,"11,328,289",10,"8,855,231",-37
탑엔지니어링,065130,2003-01-29,2022,12월,특수 목적용 기계 제조업,"264,568,465","73,454,986","191,113,479","186,343,367",8,"9,836,956","1,237","6,302,380",165
팬텀엔터그룹,025460,2003-01-29,-,-,기타 사업지원 서비스업,0,0,0,0,0,0,0,0,0
태경케미컬,006890,2003-01-28,2022,12월,기초 화학물질 제조업,"162,863,274","17,371,202","145,492,071","56,651,970",8,"10,708,324",-12,"9,200,816",-10
KCW,068060,2003-01-28,-,-,자동차 신품 부품 제조업,0,0,0,0,0,0,0,0,0
제너비오믹스,017010,2003-01-28,-,-,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외",0,0,0,0,0,0,0,0,0
이루온,065440,2003-01-28,2022,12월,소프트웨어 개발 및 공급업,"51,484,100","12,572,616","38,911,484","18,867,306",-3,"595,706",-44,"1,271,950",-11
DSR제강,069730,2003-01-28,2022,12월,1차 철강 제조업,"259,398,157","76,302,600","183,095,557","261,687,162",26,"26,367,414",514,"28,926,448",279
재영솔루텍,049630,2003-01-24,2022,12월,사진장비 및 광학기기 제조업,"206,165,432","138,837,752","67,327,681","119,360,537",25,"7,082,524",806,"-227,372",92
에스디,066930,2003-01-24,-,-,의약품 제조업,0,0,0,0,0,0,0,0,0
한국큐빅,021650,2003-01-24,2022,12월,플라스틱제품 제조업,"87,283,298","3,591,475","83,691,823","36,348,781",-2,"4,092,522",-39,"3,479,031",-37
포넷,048270,2003-01-24,-,-,"서적, 잡지 및 기타 인쇄물 출판업",0,0,0,0,0,0,0,0,0
인터플렉스,051370,2003-01-22,2022,12월,전자부품 제조업,"282,788,090","85,216,796","197,571,294","273,339,645",-11,"21,405,667",446,"15,310,769","2,024"
티에스엠텍,066350,2003-01-21,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
메디프론,065650,2003-01-21,2022,12월,기계장비 및 관련 물품 도매업,"55,752,674","24,661,658","31,091,016","45,289,904",-8,"-4,058,292",-571,"-12,024,820",-77
삼영이엔씨,065570,2003-01-21,2022,12월,통신 및 방송 장비 제조업,"80,213,682","43,160,487","37,053,195","31,901,368",-20,"-20,145,836","-1,865","-41,768,937","-6,812"
이엔코퍼레이션,066980,2003-01-17,2022,12월,기타 정보 서비스업,"168,814,135","54,521,781","114,292,353","6,640,439",-28,"-770,213",-294,"-5,010,331",-242
리더스코스메틱,016100,2003-01-15,2022,12월,기타 화학제품 제조업,"78,247,248","35,531,959","42,715,289","65,413,104",140,"2,217,719",134,"-295,886",-100
PW제네틱스,065910,2003-01-10,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
한농화성,011500,2003-01-09,2022,12월,기타 화학제품 제조업,"225,415,183","72,824,107","152,591,076","239,432,889",-2,"4,544,911",-74,"8,571,221",-56
케이피엠테크,042040,2003-01-07,2022,12월,기타 화학제품 제조업,"123,449,378","16,916,904","106,532,474","37,157,643",11,"1,532,600",115,"-1,582,219",96
바이오빌,065940,2003-01-07,-,-,기초 화학물질 제조업,0,0,0,0,0,0,0,0,0
에이스디지텍,036550,2003-01-07,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
지앤디윈텍,061050,2003-01-06,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
엘앤에프,066970,2003-01-02,2022,12월,일차전지 및 축전지 제조업,"2,980,300,074","1,695,810,842","1,284,489,232","3,886,225,573",302,"265,358,084",535,"272,172,837",338
디스플레이텍,066670,2002-12-30,2022,12월,전자부품 제조업,"169,545,865","11,277,167","158,268,698","54,973,944",-55,"3,068,366",-13,"6,834,389",26
와이오엠,066430,2002-12-24,2022,12월,기타 전문 도매업,"56,346,841","18,698,484","37,648,357","37,411,358",0,"219,379",-47,"575,800",45
초록뱀미디어,047820,2002-12-24,2022,12월,"영화, 비디오물, 방송프로그램 제작 및 배급업","410,073,371","86,474,869","323,598,502","34,352,422",-57,"480,623",-89,"-19,459,702",-67
엠씨티티코어,052210,2002-12-23,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
웨스트라이즈,064090,2002-12-17,2022,12월,상품 종합 도매업,"6,326,493","1,605,149","4,721,344","16,598,210",-42,"-11,664,486",-26,"-12,338,200","-1,516"
쎌바이오텍,049960,2002-12-13,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"116,693,439","5,361,443","111,331,996","47,457,347",7,"8,294,864",26,"10,733,852",54
하이드로젠파워,070080,2002-12-13,-,-,자동차 신품 부품 제조업,0,0,0,0,0,0,0,0,0
프리젠,060910,2002-12-13,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
NE능률,053290,2002-12-10,2022,12월,"서적, 잡지 및 기타 인쇄물 출판업","112,425,961","26,984,341","85,441,620","80,229,931",3,"6,769,803",31,"4,542,241",7
폴리플러스,065610,2002-12-06,-,-,기초 화학물질 제조업,0,0,0,0,0,0,0,0,0
테크엘,064520,2002-12-04,2022,12월,반도체 제조업,"89,391,504","37,046,358","52,345,146","20,558,075",-51,"-3,696,730",-462,"-6,063,302",-914
현대백화점,069960,2002-11-25,2022,12월,종합 소매업,"7,747,981,793","3,561,063,599","4,186,918,194","1,655,713,149",9,"252,210,667",35,"160,877,945",5
KG이니시스,035600,2002-11-22,2022,12월,소프트웨어 개발 및 공급업,"760,239,005","428,741,076","331,497,929","666,957,435",11,"53,580,045",0,"50,626,916",11
비엘팜텍,065170,2002-11-19,2022,12월,음·식료품 및 담배 도매업,"62,861,808","25,194,457","37,667,351","21,416,581",-33,"-2,305,980",-52,"-22,640,917",-28
하이스마텍,057100,2002-11-15,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
대호에이엘,069460,2002-11-11,2022,12월,1차 비철금속 제조업,"157,016,307","81,391,436","75,624,871","174,036,741",21,"9,340,387",413,"5,924,964",294
제로원인터랙티브,069470,2002-11-11,-,-,기타 정보 서비스업,0,0,0,0,0,0,0,0,0
CU전자,056340,2002-11-08,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
파라다이스,034230,2002-11-05,2022,12월,유원지 및 기타 오락관련 서비스업,"1,820,249,793","754,658,238","1,065,591,555","202,689,687",21,"-19,864,664",-6,"26,154,553",121
휘튼,066480,2002-11-05,-,-,,0,0,0,0,0,0,0,0,0
모닷텔,048150,2002-11-05,-,-,,0,0,0,0,0,0,0,0,0
대웅제약,069620,2002-11-01,2022,12월,의약품 제조업,"1,374,022,214","714,171,561","659,850,653","1,161,253,630",10,"105,963,323",11,"48,561,673",35
플래스크,041590,2002-11-01,2022,12월,실내건축 및 건축마무리 공사업,"115,344,782","47,878,671","67,466,110","37,409,679",64,"-9,016,556",-135,"-26,588,339",-50
마니커,027740,2002-10-29,2022,12월,"도축, 육류 가공 및 저장 처리업","170,180,863","120,421,536","49,759,327","320,679,009",26,"-6,397,710",49,"1,391,345",102
플렉스컴,065270,2002-10-23,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
SNT홀딩스,036530,2002-10-22,2022,12월,기타 금융업,"434,669,253","881,081","433,788,172","21,175,696",12,"18,739,701",13,"19,026,274",15
엔하이테크,046720,2002-10-10,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
티케이지휴켐스,069260,2002-10-07,2022,12월,기타 화학제품 제조업,"941,352,875","201,162,049","740,190,827","1,235,837,871",43,"117,135,007",25,"81,809,433",12
새로닉스,042600,2002-10-01,2022,12월,전자부품 제조업,"135,566,003","80,596,190","54,969,813","73,231,372",17,"-1,006,445",64,"-744,613",-125
디브이에스,046400,2002-10-01,-,-,영상 및 음향기기 제조업,0,0,0,0,0,0,0,0,0
쓰리디월드,065340,2002-09-26,-,-,영상 및 음향기기 제조업,0,0,0,0,0,0,0,0,0
세종공업,033530,2002-09-25,2022,12월,자동차 신품 부품 제조업,"651,405,243","285,917,481","365,487,762","405,245,634",0,"6,731,640",61,"6,507,464",-20
샤인시스템,066300,2002-09-25,-,-,플라스틱제품 제조업,0,0,0,0,0,0,0,0,0
오리엔트정공,065500,2002-09-19,2022,12월,자동차 신품 부품 제조업,"78,257,438","39,512,787","38,744,651","89,396,123",12,"-116,173",-106,"-8,618,097",-627
시노펙스그린테크,037320,2002-09-17,-,-,기계장비 및 관련 물품 도매업,0,0,0,0,0,0,0,0,0
DGP,060900,2002-09-17,2022,12월,전기업,"60,472,605","28,470,521","32,002,084","31,716,249",63,"-3,368,146",-232,"-18,055,164",-161
국보디자인,066620,2002-09-05,2022,12월,실내건축 및 건축마무리 공사업,"244,675,180","119,072,518","125,602,662","334,734,258",13,"26,132,362",16,"19,276,919",12
에스아이리소스,065420,2002-08-22,2022,12월,석탄 광업,"20,049,909","2,390,730","17,659,180","4,717,220",-77,"-2,274,038",-213,"-963,295",-124
아이톡시,052770,2002-08-22,2022,12월,기타 전문 도매업,"14,157,279","6,838,863","7,318,416","28,138,645",144,"894,880",117,"-46,087",99
젬백스링크,064800,2002-08-22,2022,12월,"섬유, 의복, 신발 및 가죽제품 소매업","205,574,405","34,402,033","171,172,372","94,887,189",-13,"798,972",-87,"-4,881,331",-141
LG생명과학,068870,2002-08-16,-,-,의약품 제조업,0,0,0,0,0,0,0,0,0
포스코스틸리온,058430,2002-08-16,2022,12월,1차 철강 제조업,"531,890,343","201,052,570","330,837,773","1,181,624,867",-11,"33,106,219",-76,"17,479,918",-81
휴먼텍코리아,066060,2002-08-16,-,-,"건축기술, 엔지니어링 및 관련 기술 서비스업",0,0,0,0,0,0,0,0,0
리노스,039980,2002-08-13,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","97,260,750","28,565,751","68,694,999","80,756,531",-5,"-2,233,000",-233,"-2,564,052",-353
아이스테이션,056010,2002-08-13,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
현대바이오,048410,2002-08-08,2022,12월,기타 화학제품 제조업,"66,554,794","8,203,474","58,351,320","7,788,815",-13,"-26,035,876",-176,"-11,857,826",45
삼성출판사,068290,2002-08-05,2022,12월,"서적, 잡지 및 기타 인쇄물 출판업","211,487,638","35,896,218","175,591,419","51,665,697",-8,"-900,934",-178,"16,441,994","1,432"
지엔텍홀딩스,065410,2002-08-01,-,-,일반 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
에프티이앤이,065160,2002-07-30,-,-,화학섬유 제조업,0,0,0,0,0,0,0,0,0
사이노젠,064060,2002-07-30,-,-,일반 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
현대오토넷,042100,2002-07-26,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
세이브존I&C,067830,2002-07-25,2022,12월,종합 소매업,"573,569,548","109,458,880","464,110,668","119,350,275",-2,"9,219,026",-16,"9,179,410",23
에스피지,058610,2002-07-23,2022,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","265,887,490","123,743,495","142,143,995","279,795,490",8,"8,328,886",-20,"4,842,766",-53
아이팩토리,053810,2002-07-19,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
엘케이엔씨,047420,2002-07-19,-,-,,0,0,0,0,0,0,0,0,0
토탈소프트,045340,2002-07-19,2022,12월,소프트웨어 개발 및 공급업,"28,716,897","9,899,473","18,817,423","13,877,626",-1,"2,583,998",-14,"2,642,214",-12
JH코오스,065310,2002-07-19,-,-,봉제의복 제조업,0,0,0,0,0,0,0,0,0
교보증권,030610,2002-07-18,2022,12월,금융 지원 서비스업,"12,149,139,534","10,584,274,049","1,564,865,485","4,036,211,805",80,"90,025,670",-51,"44,599,774",-69
한샘,009240,2002-07-16,2022,12월,생활용품 도매업,"933,305,913","505,778,306","427,527,607","1,539,819,827",-13,"-25,622,721",-140,"-61,761,544",-221
올리브나인,052970,2002-07-16,-,-,"영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,0,0,0,0,0,0,0
한프,066110,2002-07-16,-,-,컴퓨터 및 주변장치 제조업,0,0,0,0,0,0,0,0,0
서호전기,065710,2002-07-16,2022,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","96,391,681","9,339,827","87,051,855","46,726,307",-27,"11,288,637",-22,"10,137,657",-40
파커스,065690,2002-07-16,2022,12월,반도체 제조업,"113,532,858","46,368,861","67,163,997","23,275,514",-18,"-7,072,373",-20,"-8,988,768",-204
홈센타홀딩스,060560,2002-07-11,2022,12월,기타 전문 도매업,"185,861,194","75,079,240","110,781,954","24,211,700",-9,"4,820,357",14,"1,884,302",-31
서울리거,043710,2002-07-11,2022,12월,기타 전문 도매업,"34,573,727","1,817,941","32,755,786","8,304,699",-41,"-6,152,754",-254,"-3,766,067",46
아비코전자,036010,2002-07-03,2022,12월,전자부품 제조업,"123,908,406","13,790,652","110,117,754","74,217,118",-5,"8,463,519",29,"7,985,409",-10
큐렉소,060280,2002-07-03,2022,12월,기타 상품 전문 소매업,"98,397,868","16,717,331","81,680,537","64,990,651",51,"1,110,697",161,"-3,040,885",-29
제낙스,065620,2002-06-27,-,-,1차 철강 제조업,0,0,0,0,0,0,0,0,0
소니드,060230,2002-06-25,2022,12월,기타 화학제품 제조업,"136,712,999","59,916,351","76,796,648","38,774,984",54,"1,056,679",13,"-11,831,946","-1,237"
우리금융지주,053000,2002-06-24,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
케이피케미칼,064420,2002-06-21,-,-,기초 화학물질 제조업,0,0,0,0,0,0,0,0,0
티사이언티픽,057680,2002-06-18,2022,12월,소프트웨어 개발 및 공급업,"256,124,965","80,379,699","175,745,266","8,692,328",-13,"183,833",-81,"-13,349,798",-322
더체인지,054120,2002-06-18,-,-,"영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,0,0,0,0,0,0,0
해피드림,065180,2002-06-18,-,-,음·식료품 및 담배 소매업,0,0,0,0,0,0,0,0,0
우원개발,046940,2002-06-18,2022,12월,기반조성 및 시설물 축조관련 전문공사업,"158,997,273","60,169,251","98,828,022","190,444,346",11,"2,515,855",-54,"2,926,796",-57
신세계건설,034300,2002-06-17,2022,12월,건물 건설업,"1,035,610,954","751,891,779","283,719,175","1,432,384,948",14,"-12,042,240",-131,"-14,219,380",-154
클루넷,067130,2002-06-17,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
인선이엔티,060150,2002-06-14,2022,12월,폐기물 처리업,"456,760,009","125,048,069","331,711,940","115,867,048",-4,"25,112,522",-32,"16,536,320",-22
오브제,058680,2002-06-11,-,-,봉제의복 제조업,0,0,0,0,0,0,0,0,0
와이어블,065530,2002-06-04,2022,12월,전기 통신업,"125,498,798","49,884,232","75,614,566","64,283,541",-18,"3,404,994",-7,"2,435,230",-3
슈마,056500,2002-06-04,-,-,,0,0,0,0,0,0,0,0,0
SM Life Design,063440,2002-05-30,2022,12월,기록매체 복제업,"63,355,524","11,259,674","52,095,849","40,098,493",7,"3,731,428",143,"2,220,192",174
지어소프트,051160,2002-05-28,2022,12월,소프트웨어 개발 및 공급업,"96,784,799","27,377,227","69,407,572","50,398,568",-10,"2,077,729",-59,"61,352,963",471
지엔코,065060,2002-05-28,2022,12월,봉제의복 제조업,"144,189,873","93,926,027","50,263,846","95,299,427",5,"4,481,250",308,"-8,137,115",54
우신시스템,017370,2002-05-28,2022,12월,특수 목적용 기계 제조업,"161,596,199","65,804,541","95,791,658","112,629,974",-16,"10,932,601",107,"7,532,046",164
알에스넷,046430,2002-05-23,-,-,기계장비 및 관련 물품 도매업,0,0,0,0,0,0,0,0,0
셀루메드,049180,2002-05-23,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"72,334,470","21,768,896","50,565,574","27,359,803",38,"-3,599,936",-293,"-6,703,163",-277
KH바텍,060720,2002-05-21,2022,12월,전자부품 제조업,"270,774,692","40,713,915","230,060,778","23,891,480",1,"2,999,356",320,"23,258,538",-30
시큐리티KOR,066330,2002-05-17,-,-,"경비, 경호 및 탐정업",0,0,0,0,0,0,0,0,0
에스폴리텍,050760,2002-05-16,2022,12월,플라스틱제품 제조업,"108,422,394","42,498,168","65,924,226","82,407,667",-24,"-738,937",-113,"-2,942,781",-155
알에프텍,061040,2002-05-16,2022,12월,통신 및 방송 장비 제조업,"210,871,352","49,254,031","161,617,321","163,233,330",-5,"1,185,155",-81,"10,258,507",-24
이랜텍,054210,2002-05-09,2022,12월,전자부품 제조업,"347,756,233","142,858,525","204,897,708","526,651,907",89,"23,442,096",376,"30,787,467",149
미디어코프,053890,2002-05-07,-,-,"서적, 잡지 및 기타 인쇄물 출판업",0,0,0,0,0,0,0,0,0
GK파워,054020,2002-05-07,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
베스트플로우,060410,2002-05-07,-,-,기타 사업지원 서비스업,0,0,0,0,0,0,0,0,0
네오리소스,058550,2002-05-07,-,-,기타 전문 도매업,0,0,0,0,0,0,0,0,0
케이피티유,054410,2002-04-25,2022,12월,기타 금속 가공제품 제조업,"82,432,575","42,429,594","40,002,981","36,870,059",17,"1,387,679",19,"2,019,877",-66
ES큐브,050120,2002-04-25,2022,12월,생활용품 도매업,"77,327,544","6,249,923","71,077,621","52,850,390",28,"5,003,596",113,"5,705,382",0
CT&T,050470,2002-04-23,-,-,자동차용 엔진 및 자동차 제조업,0,0,0,0,0,0,0,0,0
한통데이타,045760,2002-04-23,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
어울림정보,038320,2002-04-23,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
3S,060310,2002-04-23,2022,03월,전자부품 제조업,"62,675,395","26,130,630","36,544,765","22,265,714",1,"1,153,521",181,"482,195",-36
LG전자,066570,2002-04-22,2022,12월,통신 및 방송 장비 제조업,"28,712,814,000","18,823,785,000","9,889,029,000","27,791,746,000",2,"110,787,000",-82,"854,963,000",193
신한카드,032710,2002-04-22,-,-,재 보험업,0,0,0,0,0,0,0,0,0
화일약품,061250,2002-04-18,2022,12월,의약품 제조업,"185,597,115","10,023,751","175,573,364","132,052,749",23,"4,772,216",11,"-6,326,963",-322
한진피앤씨,061460,2002-04-11,-,-,플라스틱제품 제조업,0,0,0,0,0,0,0,0,0
제이콤,060750,2002-04-11,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
오상자이엘,053980,2002-04-09,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","66,609,932","22,626,164","43,983,768","87,455,798",8,"5,547,510",7,"7,002,078",-11
한국콜마홀딩스,024720,2002-04-09,2022,12월,기타 금융업,"587,811,594","213,414,118","374,397,476","37,382,541",9,"-2,096,401",-200,"6,885,776",-64
농우바이오,054050,2002-04-02,2022,12월,작물 재배업,"292,964,428","56,615,559","236,348,868","101,998,272",1,"9,195,537",144,"8,280,971",71
케이엘넷,039420,2002-03-12,2022,12월,전기 통신업,"59,481,065","9,403,457","50,077,608","46,436,110",0,"6,978,434",17,"7,262,232",30
SNT모티브,064960,2002-03-11,2022,12월,자동차 신품 부품 제조업,"1,219,422,735","343,607,691","875,815,044","1,004,821,817",11,"113,170,594",20,"91,032,057",11
에스티아이,039440,2002-02-28,2022,12월,특수 목적용 기계 제조업,"320,362,424","99,599,219","220,763,205","376,110,350",40,"33,473,678",31,"26,306,680",10
우수씨엔에스,060550,2002-02-28,-,-,봉제의복 제조업,0,0,0,0,0,0,0,0,0
잉크테크,049550,2002-02-28,2022,12월,기타 화학제품 제조업,"110,840,470","40,473,244","70,367,226","58,073,184",9,"6,152,115",-8,"4,460,329",198
대한뉴팜,054670,2002-02-26,2022,12월,의약품 제조업,"169,358,653","66,399,748","102,958,905","197,957,349",18,"27,577,625",3,"24,317,205",54
씨티씨바이오,060590,2002-02-21,2022,12월,의약품 제조업,"166,897,713","72,063,910","94,833,803","128,741,838",24,"13,924,446",635,"-4,372,279",-59
한도하이테크,060660,2002-02-21,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
인탑스,049070,2002-02-21,2022,12월,통신 및 방송 장비 제조업,"575,035,845","71,087,546","503,948,300","510,749,615",22,"113,701,161",51,"84,794,817",24
비엔씨컴퍼니,058370,2002-02-19,-,-,기타 전문 도매업,0,0,0,0,0,0,0,0,0
콜마파마,038710,2002-02-19,-,-,의약품 제조업,0,0,0,0,0,0,0,0,0
KT서브마린,060370,2002-02-15,2022,12월,전기 및 통신 공사업,"120,254,642","7,884,451","112,370,190","42,787,327",43,"-6,606,262",-28,"-12,126,087",-281
피씨디렉트,051380,2002-02-15,2022,12월,기계장비 및 관련 물품 도매업,"90,623,959","45,792,671","44,831,288","312,262,588",-14,"805,882",-95,"-4,144,495",-131
현진소재,053660,2002-02-15,-,-,기타 금속 가공제품 제조업,0,0,0,0,0,0,0,0,0
한국기업평가,034950,2002-02-07,2022,12월,기타 사업지원 서비스업,"128,363,394","23,791,154","104,572,240","54,492,825",-7,"10,642,912",-40,"28,442,811",50
구영테크,053270,2002-02-07,2022,12월,자동차 신품 부품 제조업,"154,122,360","88,439,638","65,682,722","116,246,952",14,"4,306,932",38,"2,971,277",4
광주신세계,037710,2002-02-07,2022,12월,종합 소매업,"913,454,051","123,544,315","789,909,736","184,873,955",8,"65,584,851",8,"56,946,615",8
태영텔스타,060840,2002-02-07,-,-,,0,0,0,0,0,0,0,0,0
유티엑스,045880,2002-02-07,-,-,기계장비 및 관련 물품 도매업,0,0,0,0,0,0,0,0,0
백금T&A,046310,2002-02-05,2022,12월,통신 및 방송 장비 제조업,"65,205,271","28,317,680","36,887,591","63,308,878",0,"1,564,631",-17,"1,317,374",-52
파나케이아,058530,2002-02-05,2022,12월,특수 목적용 기계 제조업,"70,028,784","5,926,464","64,102,320","13,561,934",3,"171,931",113,"385,510",122
동양에스텍,060380,2002-02-05,2022,12월,1차 철강 제조업,"123,350,659","47,413,484","75,937,175","196,612,441",-2,"3,577,984",-81,"4,356,825",-75
CJ엔터테인,049370,2002-02-05,-,-,,0,0,0,0,0,0,0,0,0
글로포스트,037830,2002-02-05,-,-,1차 철강 제조업,0,0,0,0,0,0,0,0,0
뉴보텍,060260,2002-02-05,2022,12월,플라스틱제품 제조업,"52,219,165","33,609,582","18,609,583","45,983,827",-2,"1,284,695",158,"-1,996,782",76
고려신용정보,049720,2002-01-31,2022,12월,기타 사업지원 서비스업,"67,601,362","30,241,358","37,360,004","142,982,209",0,"10,677,683",-3,"9,589,422",8
써미트,039000,2002-01-31,-,-,,0,0,0,0,0,0,0,0,0
엠넷미디어,056200,2002-01-29,-,-,텔레비전 방송업,0,0,0,0,0,0,0,0,0
제일바이오,052670,2002-01-24,2022,12월,의약품 제조업,"34,329,257","1,298,519","33,030,737","15,348,596",-9,"-1,485,498",14,"-1,707,836",-139
하우리,049130,2002-01-22,-,-,,0,0,0,0,0,0,0,0,0
클라스타,037550,2002-01-17,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
야호,059720,2002-01-17,-,-,"자료처리,호스팅,포털 및 기타인터넷정보매개서비스업",0,0,0,0,0,0,0,0,0
일야,058450,2002-01-17,2022,12월,플라스틱제품 제조업,"20,963,461","11,544,843","9,418,618","10,255,277",-36,"-4,984,642",-853,"-8,184,142",-949
아가방컴퍼니,013990,2002-01-17,2022,12월,생활용품 도매업,"205,987,254","44,548,320","161,438,934","167,274,774",18,"17,753,480",139,"12,463,995",-5
서울반도체,046890,2002-01-17,2022,12월,반도체 제조업,"956,960,903","190,106,810","766,854,092","941,191,252",-15,"10,663,558",-75,"24,912,723",-44
프럼파스트,035200,2002-01-15,2022,12월,플라스틱제품 제조업,"39,514,391","3,752,330","35,762,062","28,362,173",0,"1,580,975",-34,"1,320,399",-37
세니콘,056060,2002-01-15,-,-,,0,0,0,0,0,0,0,0,0
유신,054930,2002-01-15,2022,12월,"건축기술, 엔지니어링 및 관련 기술 서비스업","218,295,008","108,557,421","109,737,588","303,961,301",15,"20,901,453",161,"18,323,521",51
인젠,041630,2002-01-15,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
위다스,056810,2002-01-15,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
한국컴퓨터,054040,2002-01-15,2022,12월,전자부품 제조업,"122,112,567","17,111,724","105,000,843","163,647,674",208,"6,766,285",113,"6,733,118",-22
해원에스티,058480,2002-01-15,-,-,1차 철강 제조업,0,0,0,0,0,0,0,0,0
에스에이치엔엘,050320,2002-01-15,-,-,기타 금속 가공제품 제조업,0,0,0,0,0,0,0,0,0
미코,059090,2002-01-15,2022,12월,반도체 제조업,"343,603,513","182,273,280","161,330,233","49,553,543",14,"3,142,990",2,"-47,636,826",-191
한빛소프트,047080,2002-01-10,2022,12월,소프트웨어 개발 및 공급업,"29,197,727","14,854,213","14,343,513","12,457,926",-57,"273,447",106,"774,357",129
뉴젠비아이티,054650,2002-01-10,-,-,기계장비 및 관련 물품 도매업,0,0,0,0,0,0,0,0,0
팬스타엔터프라이즈,054300,2002-01-10,2022,12월,일반 목적용 기계 제조업,"91,602,764","44,081,575","47,521,189","66,992,658",25,"1,949,019",85,"536,922",-76
피앤텔,054340,2002-01-10,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
제이웨이,058420,2002-01-10,-,-,"영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,0,0,0,0,0,0,0
이레전자산업,045310,2002-01-10,-,-,,0,0,0,0,0,0,0,0,0
큐로컴,040350,2002-01-10,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","66,467,421","31,265,822","35,201,600","9,783,462",13,"146,786",-71,"-13,702,752",2
링네트,042500,2002-01-10,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","157,580,235","75,042,814","82,537,421","201,602,670",-4,"11,702,582",19,"10,928,258",36
