(단위 : 천원),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
회사명,종목코드,상장일,결산년도,결산월,업종,자산,부채,자본,매출액(수익),,영업이익,,당기순이익,
,,,(재무),(재무),,,,,매출액(수익),증감률,영업이익,증감률,당기순이익,증감률
인지소프트,100030,2010-05-25,2022,12월,소프트웨어 개발 및 공급업,"60,138,136","10,497,449","49,640,687","11,766,741",110,"2,137,945",378,"-6,741,107",-177
HL홀딩스,060980,2010-05-19,2022,12월,기타 금융업,"2,035,750,370","934,474,024","1,101,276,346","892,346,664",25,"109,728,522",-7,"98,120,002",-30
삼성생명,032830,2010-05-12,2022,12월,보험업,"281,498,132,000","263,811,626,000","17,686,506,000","34,485,080,000",15,"214,616,000",-62,"616,696,000",-27
우리스팩1호,122750,2010-05-11,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
신세계푸드,031440,2010-04-29,2022,12월,음식점업,"897,129,700","605,613,501","291,516,199","1,404,343,641",6,"22,163,568",-28,"-5,946,048",-337
이스트아시아홀딩스,900110,2010-04-23,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
애머릿지,900100,2010-04-21,-,-,자동차 부품 및 내장품 판매업,0,0,0,0,0,0,0,0,0
케이씨에스,115500,2010-04-14,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","39,042,514","20,761,311","18,281,203","41,688,296",5,"544,993",-86,"829,034",-69
씨케이에이치,900120,2010-03-31,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
HLB테라퓨틱스,115450,2010-03-26,2022,12월,기타 전문 도매업,"196,541,509","54,106,715","142,434,794","42,577,979",-2,"2,541,475",179,"-3,429,222",78
동양밸류스팩,122290,2010-03-25,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
삼기,122350,2010-03-19,2022,12월,자동차 신품 부품 제조업,"404,391,578","295,634,183","108,757,395","470,224,617",2,"2,051,495",116,"-37,396,620","-1,985"
한화생명,088350,2010-03-17,2022,12월,보험업,"126,780,143,235","120,464,648,467","6,315,494,768","21,180,061,711",26,"31,900,539",-86,"354,341,909",-13
미래에셋스팩1호,121950,2010-03-12,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
대우증권스팩,121910,2010-03-03,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
이미지스,115610,2010-02-26,2022,12월,반도체 제조업,"16,571,890","6,059,888","10,512,001","21,917,077",2,"1,551,364",176,"1,806,425",104
조선선재,120030,2010-02-19,2022,12월,기타 금속 가공제품 제조업,"145,133,297","9,248,179","135,885,117","66,976,160",-1,"9,435,413",-33,"10,522,135",-27
하이소닉,106080,2010-02-09,2022,12월,전자부품 제조업,"18,792,505","2,365,855","16,426,651","29,033,226",580,"402,961",118,"-1,999,377",62
인포바인,115310,2010-02-09,2022,12월,전기 통신업,"109,891,942","7,841,874","102,050,068","19,667,479",4,"8,258,567",4,"5,999,192",3
차이나하오란,900090,2010-02-05,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
모베이스,101330,2010-02-04,2022,12월,통신 및 방송 장비 제조업,"194,253,057","12,525,217","181,727,840","21,971,513",-21,"13,289,800",23,"14,205,807",-18
지스마트글로벌,114570,2010-02-04,-,-,상품 종합 도매업,0,0,0,0,0,0,0,0,0
금강제강,105070,2010-02-02,-,-,1차 철강 제조업,0,0,0,0,0,0,0,0,0
코오롱인더,120110,2010-02-01,2022,12월,화학섬유 제조업,"4,587,842,653","2,348,857,572","2,238,985,081","3,846,857,214",12,"173,075,844",-12,"62,542,367",-46
지역난방공사,071320,2010-01-29,2022,12월,"증기, 냉·온수 및 공기조절 공급업","7,469,101,368","5,806,894,869","1,662,206,499","4,173,027,136",64,"-403,951,072","-1,168","-183,875,522",-956
KC코트렐,119650,2010-01-29,2022,12월,일반 목적용 기계 제조업,"295,492,856","240,802,245","54,690,611","391,238,511",18,"5,584,587",152,"-17,197,528",-328
락앤락,115390,2010-01-28,2022,12월,플라스틱제품 제조업,"567,175,879","62,220,501","504,955,379","227,923,191",-6,"-8,334,285","-1,165","51,735,182",834
우리넷,115440,2010-01-27,2022,12월,통신 및 방송 장비 제조업,"110,744,796","50,452,921","60,291,875","61,406,861",1,"-4,863,543",-305,"-7,709,430",-498
스타플렉스,115570,2010-01-27,2022,12월,플라스틱제품 제조업,"71,739,928","30,171,046","41,568,882","72,517,446",8,"4,646,922",139,"261,081",102
아세아텍,050860,2010-01-26,2022,06월,특수 목적용 기계 제조업,"147,902,766","26,120,022","121,782,744","137,718,679",29,"13,864,661",133,"11,763,795",146
영흥,012160,2010-01-25,2022,12월,1차 철강 제조업,"354,149,244","177,065,864","177,083,379","224,049,101",6,"3,769,437",74,"-327,538",-107
폴라리스우노,114630,2010-01-15,2022,12월,화학섬유 제조업,"108,912,808","24,501,267","84,411,541","90,407,694",35,"4,620,877",50,"2,338,034",-28
승화프리텍,111610,2010-01-06,-,-,기반조성 및 시설물 축조관련 전문공사업,0,0,0,0,0,0,0,0,0
코디,080530,2010-01-05,2022,12월,기타 화학제품 제조업,"59,596,675","32,094,108","27,502,568","33,344,460",8,"-5,091,902",-553,"-14,696,674",-132
더메디팜,118000,2009-12-30,2022,12월,기계장비 및 관련 물품 도매업,"129,648,762","30,721,441","98,927,321","19,098,327",19,"-67,309",96,"-46,433,515",-658
한진해운,117930,2009-12-29,-,-,해상 운송업,0,0,0,0,0,0,0,0,0
글로벌에스엠,900070,2009-12-23,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
ITX-AI,099520,2009-12-22,2022,12월,영상 및 음향기기 제조업,"24,135,818","3,162,139","20,973,678","26,167,124",-15,"1,151,909",118,"2,997,695",121
디와이피엔에프,104460,2009-12-22,2022,12월,일반 목적용 기계 제조업,"203,947,439","96,152,982","107,794,458","113,703,411",14,"-10,930,828",-295,"-12,558,438",-300
KPX생명과학,114450,2009-12-22,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"62,431,733","9,792,758","52,638,975","36,504,907",44,"-3,958,047",14,"-3,525,568",-12
멜파스,096640,2009-12-18,2022,12월,전자부품 제조업,"51,974,972","23,696,466","28,278,505","10,524,579",-56,"-9,223,460","-1,077","-14,781,879",-10
위메이드,112040,2009-12-18,2022,12월,소프트웨어 개발 및 공급업,"566,776,168","154,739,751","412,036,417","240,670,818",14,"-130,968,390","-1,974","-150,888,637",-145
현대푸드,114410,2009-12-17,-,-,음식점업,0,0,0,0,0,0,0,0,0
한전기술,052690,2009-12-14,2022,12월,"건축기술, 엔지니어링 및 관련 기술 서비스업","815,532,663","272,118,850","543,413,813","505,290,773",16,"12,104,883",41,"17,953,974",9
셀바스AI,108860,2009-12-10,2022,12월,소프트웨어 개발 및 공급업,"81,289,679","22,318,421","58,971,259","23,491,021",20,"3,086,057",19,"3,335,936",24
에스앤씨엔진그룹,900080,2009-12-04,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
이원컴포텍,088290,2009-12-01,2022,12월,자동차 신품 부품 제조업,"97,876,247","48,350,244","49,526,003","47,777,326",25,"1,704,211",47,"-9,644,584",-226
강원에너지,114190,2009-11-20,2022,12월,"구조용 금속제품, 탱크 및 증기발생기 제조업","53,998,952","23,547,744","30,451,208","68,798,891",55,"3,003,141",56,"1,589,418",-72
GKL,114090,2009-11-19,2022,12월,유원지 및 기타 오락관련 서비스업,"603,504,985","223,581,759","379,923,226","262,110,551",208,"-14,794,588",89,"-23,538,919",79
휴맥스,115160,2009-11-16,2022,12월,영상 및 음향기기 제조업,"913,597,473","567,378,506","346,218,967","457,755,632",23,"6,577,521",114,"28,910,791",149
에이프로젠 H&G,109960,2009-11-13,2022,12월,기타 전문 도매업,"205,895,340","9,017,760","196,877,579","9,424,776",22,"-989,267",-94,"-5,215,282",-556
SK,034730,2009-11-11,2022,12월,기타 금융업,"28,451,248,000","12,563,449,000","15,887,799,000","3,369,784,000",22,"1,108,689,000",33,"544,415,000",-63
동방선기,099410,2009-11-10,2022,12월,선박 및 보트 건조업,"44,315,225","14,018,495","30,296,730","24,859,837",8,"1,399,148",185,"1,280,290",20
상상인인더스트리,101000,2009-11-06,2022,12월,특수 목적용 기계 제조업,"54,175,920","43,162,428","11,013,492","74,429,395",45,"-14,544,370",-311,"-13,870,016",-165
진매트릭스,109820,2009-11-06,2022,12월,자연과학 및 공학 연구개발업,"31,902,312","7,716,615","24,185,697","11,214,479",-7,"-1,522,926",-24,"-8,111,332",-721
황금에스티,032560,2009-10-29,2022,12월,1차 비철금속 제조업,"292,166,785","44,275,143","247,891,642","161,284,519",17,"27,840,640",-11,"22,454,629",-9
비츠로셀,082920,2009-10-28,2022,12월,일차전지 및 축전지 제조업,"235,342,277","51,009,311","184,332,966","139,048,658",24,"28,211,280",68,"22,699,913",38
스틸플라워,087220,2009-10-27,-,-,1차 철강 제조업,0,0,0,0,0,0,0,0,0
하이트진로,000080,2009-10-19,2022,12월,알코올음료 제조업,"3,107,792,300","1,945,483,554","1,162,308,746","2,222,161,984",12,"165,474,689",9,"66,847,561",-7
한스바이오메드,042520,2009-10-09,2022,09월,의료용품 및 기타 의약 관련제품 제조업,"123,856,170","77,770,528","46,085,643","48,233,495",20,"3,861,734",139,"4,008,885",128
동양생명,082640,2009-10-08,2022,12월,보험업,"37,434,509,044","35,502,248,501","1,932,260,544","10,262,246,106",61,"152,919,076",-54,"97,027,738",-64
아이앤씨,052860,2009-10-06,2022,12월,반도체 제조업,"62,309,517","19,354,937","42,954,580","38,953,439",38,"1,784,530",136,"1,174,231",126
NHN벅스,104200,2009-10-06,2022,12월,소프트웨어 개발 및 공급업,"93,696,392","19,860,700","73,835,692","65,845,522",1,"2,082,384",-62,"2,527,089",300
유니온머티리얼,047400,2009-09-29,2022,12월,"내화, 비내화 요업제품 제조업","175,414,089","81,132,473","94,281,615","125,640,564",6,"3,832,194",29,"4,389,869",-8
케이엔더블유,105330,2009-09-29,2022,12월,전자부품 제조업,"64,508,639","13,825,708","50,682,931","24,276,158",31,"-264,482",-105,"-724,925",-111
형지엘리트,093240,2009-09-28,2022,06월,봉제의복 제조업,"104,966,076","40,353,440","64,612,636","53,613,584",-7,"3,077,473",56,"4,541,994",276
모린스,110310,2009-09-25,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
디에스케이,109740,2009-09-23,2022,12월,특수 목적용 기계 제조업,"182,106,688","26,621,392","155,485,296","45,752,685",-6,"-2,511,333",-187,"851,231",-90
제넥신,095700,2009-09-15,2022,12월,자연과학 및 공학 연구개발업,"393,677,113","107,250,284","286,426,830","15,886,971",-58,"-33,524,479",-104,"-45,058,819",11
톱텍,108230,2009-09-15,2022,12월,특수 목적용 기계 제조업,"443,831,067","132,721,370","311,109,698","316,179,015",125,"30,656,621",144,"14,129,724",120
동국S&C,100130,2009-08-31,2022,12월,"구조용 금속제품, 탱크 및 증기발생기 제조업","401,440,965","140,325,553","261,115,413","245,993,393",83,"-13,774,184","-1,372","-9,061,065",-152
에스앤더블류,103230,2009-08-05,2022,12월,일반 목적용 기계 제조업,"62,034,959","19,507,686","42,527,273","36,015,872",20,"2,499,623",917,"2,325,141",281
키움증권,039490,2009-08-03,2022,12월,금융 지원 서비스업,"39,369,287,420","35,300,144,133","4,069,143,286","8,031,651,241",59,"645,745,222",-32,"493,104,212",-36
컴투스홀딩스,063080,2009-07-30,2022,12월,소프트웨어 개발 및 공급업,"313,279,904","209,453,588","103,826,316","66,548,359",27,"7,352,804",261,"-19,636,309",-154
영원무역,111770,2009-07-30,2022,12월,상품 종합 도매업,"1,895,028,518","309,482,206","1,585,546,312","2,130,649,097",48,"241,563,536",55,"204,214,530",49
동일금속,109860,2009-07-28,2022,12월,금속 주조업,"171,492,250","20,796,808","150,695,443","110,166,499",59,"11,409,800",336,"12,646,847",-15
우리금융캐피탈,033660,2009-06-25,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
한미글로벌,053690,2009-06-23,2022,12월,"건축기술, 엔지니어링 및 관련 기술 서비스업","217,613,616","69,409,850","148,203,766","174,397,667",25,"12,289,879",15,"14,379,092",16
동아지질,028100,2009-06-12,2022,12월,기반조성 및 시설물 축조관련 전문공사업,"371,930,624","149,957,066","221,973,558","266,282,780",-8,"-30,473,075",-846,"-22,711,942",-557
어보브반도체,102120,2009-06-05,2022,12월,반도체 제조업,"182,677,813","56,427,650","126,250,163","194,285,576",21,"28,532,466",72,"18,804,407",42
위메이드맥스,101730,2009-06-03,2022,12월,소프트웨어 개발 및 공급업,"91,194,485","4,687,903","86,506,582","7,585,343",-11,"3,100,456",77,"-105,674,054","-1,117"
차이나그레이트,900040,2009-05-29,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
이엔에프테크놀로지,102710,2009-05-28,2022,12월,기타 화학제품 제조업,"521,879,522","182,778,009","339,101,513","586,490,501",27,"66,922,904",101,"35,085,314",40
스맥,099440,2009-05-26,2022,12월,특수 목적용 기계 제조업,"194,939,023","119,445,101","75,493,922","167,008,765",32,"13,137,751",205,"10,998,512",147
중국원양자원,900050,2009-05-22,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
에이치디,102210,2009-05-21,-,-,선박 및 보트 건조업,0,0,0,0,0,0,0,0,0
SDN,099220,2009-05-19,2022,12월,기계장비 및 관련 물품 도매업,"165,889,277","71,640,492","94,248,784","103,689,039",23,"243,529",-72,"-2,703,062",6
한국정밀기계,101680,2009-05-19,2022,12월,특수 목적용 기계 제조업,"92,248,425","43,220,153","49,028,272","42,292,336",186,"1,517,356",113,"514,204",104
STX중공업,071970,2009-05-15,2022,12월,일반 목적용 기계 제조업,"392,020,563","202,091,679","189,928,883","174,916,295",31,"10,861,147",235,"15,857,703",287
흥국,010240,2009-05-12,2022,12월,특수 목적용 기계 제조업,"93,821,689","13,617,047","80,204,642","104,273,079",11,"11,644,865",28,"11,753,053",-22
신텍,099660,2009-04-30,-,-,"구조용 금속제품, 탱크 및 증기발생기 제조업",0,0,0,0,0,0,0,0,0
우림피티에스,101170,2009-04-28,2022,12월,일반 목적용 기계 제조업,"95,274,904","9,036,606","86,238,297","68,462,707",13,"5,387,849",160,"5,101,985",43
네프로아이티,950030,2009-04-24,-,-,기타 정보 서비스업,0,0,0,0,0,0,0,0,0
티플랙스,081150,2009-04-23,2022,12월,기타 금속 가공제품 제조업,"237,927,723","79,035,046","158,892,677","257,740,286",36,"21,294,823",26,"15,648,187",50
LX하우시스,108670,2009-04-20,2022,12월,플라스틱제품 제조업,"2,059,455,000","1,350,545,000","708,910,000","3,065,048,000",3,"25,041,000",-58,"-103,065,000",-339
에이테크솔루션,071670,2009-04-17,2022,12월,특수 목적용 기계 제조업,"205,046,923","126,313,134","78,733,789","203,839,913",3,"6,155,777",28,"4,713,826",8
에스티오,098660,2009-04-17,2022,12월,봉제의복 제조업,"60,541,535","30,349,315","30,192,220","73,177,690",13,"3,488,173","1,950","1,924,333",529
엔에스브이,095300,2009-04-17,-,-,일반 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
에스앤에스텍,101490,2009-04-14,2022,12월,전자부품 제조업,"225,374,448","34,982,979","190,391,469","122,248,745",24,"18,177,388",41,"17,527,258",52
뷰웍스,100120,2009-04-10,2022,12월,의료용 기기 제조업,"289,330,092","75,867,706","213,462,386","226,546,008",24,"44,331,183",23,"27,357,310",-19
코오롱생명과학,102940,2009-04-07,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"305,097,854","137,320,432","167,777,422","191,835,197",16,"9,142,371",-6,"2,476,131",211
엔시트론,101400,2009-03-31,2022,12월,반도체 제조업,"36,752,571","7,609,826","29,142,745","21,650,033",43,"295,236",-84,"-1,438,289",-305
중국식품포장,900060,2009-03-27,-,-,회사 본부 및 경영 컨설팅 서비스업,0,0,0,0,0,0,0,0,0
한세실업,105630,2009-03-20,2022,12월,봉제의복 제조업,"1,063,253,032","502,967,240","560,285,793","2,146,018,022",32,"175,483,550",61,"104,290,709",43
컨버즈,109070,2009-03-17,2022,12월,통신 및 방송 장비 제조업,"31,515,779","16,418,839","15,096,941","26,072,827",-18,"-5,074,462",-93,"-10,557,697",-421
파인테크닉스,106240,2009-03-16,2022,12월,통신 및 방송 장비 제조업,"110,899,908","56,502,175","54,397,732","51,026,552",1,"808,813",-70,"252,433,459",520
삼성디지털이미징,108070,2009-03-10,-,-,사진장비 및 광학기기 제조업,0,0,0,0,0,0,0,0,0
미원홀딩스,107590,2009-03-02,2022,12월,기타 금융업,"279,851,544","89,502,486","190,349,058","17,956,472",-19,"1,920,477",-74,"11,638,267",-55
이수앱지스,086890,2009-02-03,2022,12월,의료용품 및 기타 의약 관련제품 제조업,"137,270,521","72,859,650","64,410,871","41,169,947",46,"-16,032,148",-78,"-7,246,774",-973
대성파인텍,104040,2009-01-23,2022,12월,자동차 신품 부품 제조업,"80,094,473","28,405,942","51,688,531","27,255,183",-17,"-2,322,588",-316,"-3,086,250",-423
유비쿼스홀딩스,078070,2009-01-23,2022,12월,기타 금융업,"183,809,317","5,658,396","178,150,921","8,321,285",20,"3,453,325",63,"1,963,009",-72
메디톡스,086900,2009-01-16,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"561,354,418","146,754,078","414,600,340","183,090,463",8,"55,159,976",26,"36,841,934",-65
엠게임,058630,2008-12-19,2022,12월,소프트웨어 개발 및 공급업,"116,143,908","23,153,149","92,990,759","73,014,548",32,"30,278,904",53,"22,515,447",5
아이컴포넌트,059100,2008-12-16,2022,12월,전자부품 제조업,"56,215,658","21,264,176","34,951,481","35,305,746",0,"2,934,888",46,"3,249,582",19
연합과기,900030,2008-12-04,-,-,회사 본부 및 경영 컨설팅 서비스업,0,0,0,0,0,0,0,0,0
NAVER,035420,2008-11-28,2022,12월,"자료처리,호스팅,포털 및 기타인터넷정보매개서비스업","13,903,842,854","4,054,023,041","9,849,819,813","5,512,586,322",9,"1,553,794,848",0,"1,092,157,608",-28
LG파워콤,045820,2008-11-27,-,-,전기 통신업,0,0,0,0,0,0,0,0,0
HLB생명과학,067630,2008-11-25,2022,12월,"건축기술, 엔지니어링 및 관련 기술 서비스업","405,203,571","164,975,282","240,228,290","20,651,553",68,"-9,757,015",31,"-57,603,820",-10
