시장구분,회사명,종목코드,신고서제출일,수요예측일정,청약일정,납입일,상장예정일,상장일,주관사,주요제품,상장유형,증권구분,업종_x,국적,공모금액(백만원),액면가 (원),공모가 (원),최초상장주식수 (주),상장일시가,공모가등락률,상장일종가,상장일등락률,1개월주가,1개월등락률,3개월주가,3개월등락률,6개월주가,6개월등락률,1년주가,1년등락률,report_year,매출액,영업이익,당기순이익
코스닥 상장추진,이오플로우,294090,2020-07-16,2020-08-27,2020-09-03,2020-09-08,2020-09-14,2020-09-14,하나증권주식회사,웨어러블 인슐린펌프,신규상장,주권,의료용 기기 제조업,대한민국,26600.0,100.0,19000.0,10906640.0,10368.0,14.5,9534.0,5.3,21213.0,134.2,28888.0,218.9,31462.0,247.4,24502.0,170.5,2020,0.0,-6660716.0,-9081662.0
코스닥 상장추진,아이디피,332370,2020-07-15,2020-08-06,2020-08-11,2020-08-14,2020-08-24,2020-08-24,키움증권㈜,"카드인쇄용 프린터, 카드인쇄용 리본",신규상장,주권,컴퓨터 및 주변장치 제조업,대한민국,15680.0,500.0,9800.0,6636863.0,6600.0,34.7,6250.0,27.6,5100.0,4.1,4275.0,-12.8,4155.0,-15.2,4555.0,-7.0,2020,23230043.0,4301223.0,2916367.0
코스닥 상장추진,미투젠,950190,2020-07-09,2020-07-30,2020-08-05,2020-08-07,2020-08-18,2020-08-18,미래에셋증권 주식회사,"캐주얼게임, 소셜카지노게임",신규상장,주식예탁증권,소프트웨어 개발 및 공급업,홍콩,86378.0,0.0,27000.0,12889592.0,29100.0,7.8,25500.0,-5.6,30050.0,11.3,27500.0,1.9,24750.0,-8.3,21900.0,-18.9,2020,96952768.0,42164803.0,34517266.0
코스닥 상장추진,브랜드엑스코퍼레이션,337930,2020-07-08,2020-07-30,2020-08-04,2020-08-07,2020-08-13,2020-08-13,"대신증권㈜,삼성증권㈜","애슬레저의류, 생활/청결 용품",신규상장,주권,기타 정보 서비스업,대한민국,49364.0,500.0,13000.0,19062968.0,8613.0,-0.8,7812.0,-10.0,9081.0,4.6,7412.0,-14.6,7311.0,-15.8,9047.0,4.2,2020,56927530.0,10379127.0,7891584.0
코스닥 상장추진,영림원소프트랩,060850,2020-07-03,2020-07-27,2020-08-03,2020-08-06,2020-08-12,2020-08-12,미래에셋증권 주식회사,"ERP Package, 유지 관리 등",신규상장,주권,소프트웨어 개발 및 공급업,대한민국,19550.0,500.0,11500.0,8131000.0,17600.0,53.0,13650.0,18.7,17750.0,54.3,14500.0,26.1,14200.0,23.5,12700.0,10.4,2020,37899377.0,4192074.0,4127191.0
코스닥 상장추진,한국파마,032300,2020-06-30,2020-07-22,2020-07-29,2020-08-03,2020-08-10,2020-08-10,미래에셋증권 주식회사,"완제의약품(정신신경계, 소화기계, 순환기계, 항생항균, 기타)",신규상장,주권,의약품 제조업,대한민국,29187.0,500.0,9000.0,10906701.0,18000.0,100.0,16850.0,87.2,20750.0,130.6,24350.0,170.6,66900.0,643.3,56000.0,522.2,2020,66136200.0,7236764.0,5527648.0
코스닥 상장추진,이루다,164060,2020-06-25,2020-07-20,2020-07-27,2020-07-30,2020-08-06,2020-08-06,미래에셋증권 주식회사,레이저 및 고주파 의료기기,신규상장,주권,의료용 기기 제조업,대한민국,13500.0,500.0,9000.0,7065000.0,8217.0,100.0,8057.0,96.1,6848.0,66.7,5592.0,36.1,6026.0,46.7,5957.0,45.0,2020,21403026.0,3516410.0,2935253.0
코스닥 상장추진,와이팜,332570,2020-06-24,2020-07-16,2020-07-21,2020-07-24,2020-07-31,2020-07-31,엔에이치투자증권주식회사,전력증폭기 모듈(PAM),신규상장,주권,전자부품 제조업,대한민국,81711.0,500.0,11000.0,37141356.0,15550.0,41.4,18800.0,70.9,15500.0,40.9,12550.0,14.1,13850.0,25.9,9200.0,-16.4,2020,125428748.0,11966074.0,11333859.0
코스닥 상장추진,셀레믹스,331920,2020-06-24,2020-08-03,2020-08-10,2020-08-13,2020-08-21,2020-08-21,대신증권㈜,타겟캡처키트,신규상장,주권,기초 의약물질 및 생물학적 제제 제조업,대한민국,26400.0,500.0,20000.0,7804083.0,24900.0,24.5,25800.0,29.0,24300.0,21.5,28250.0,41.3,24350.0,21.8,19250.0,-3.8,2020,5141422.0,-5059093.0,-2255641.0
코스닥 상장추진,엠투아이,347890,2020-06-17,2020-07-09,2020-07-16,2020-07-21,2020-07-29,2020-07-29,미래에셋증권 주식회사,"스마트HMI, 스마트SCADA, 스마트팩토리솔루션",신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,52026.0,100.0,15600.0,8399102.0,9447.0,20.8,7968.0,1.9,7392.0,-5.4,7542.0,-3.5,9422.0,20.5,10000.0,27.9,2020,24714875.0,6669529.0,6002613.0
코스닥 상장추진,더네이쳐홀딩스,298540,2020-06-12,2020-07-08,2020-07-15,2020-07-20,2020-07-27,2020-07-27,한국투자증권㈜,"의류, 여행용 가방 및 잡화류",신규상장,주권,"섬유, 의복, 신발 및 가죽제품 소매업",대한민국,55200.0,500.0,46000.0,7182381.0,20700.0,-10.0,21500.0,-6.5,21450.0,-6.7,21250.0,-7.6,20325.0,-11.6,36400.0,58.3,2020,235344099.0,40035565.0,16318756.0
코스닥 상장추진,에이프로,262260,2020-06-10,2020-07-02,2020-07-08,2020-07-10,2020-07-16,2020-07-16,엔에이치투자증권주식회사,"2차전지 장비 등(일반충방전기, 고온가압 충방전기 등)",신규상장,주권,기타 전기장비 제조업,대한민국,29547.0,500.0,21600.0,6345954.0,21600.0,100.0,28050.0,159.7,22225.0,105.8,19300.0,78.7,23775.0,120.1,20000.0,85.2,2020,67358476.0,10382613.0,7578279.0
코스닥 상장추진,신도기연,290520,2020-05-28,2020-06-22,2020-06-25,2020-06-29,2020-07-06,2020-07-06,한국투자증권㈜,"OLED용 후공정장비(라미네이터, 오토클레이브 등)",신규상장,주권,특수 목적용 기계 제조업,대한민국,20800.0,500.0,16000.0,8061280.0,16206.0,100.0,11344.0,40.0,10458.0,29.1,11268.0,39.1,9698.0,19.7,9166.0,13.1,2020,83428397.0,16613876.0,14920105.0
코스닥 상장추진,솔트룩스,304100,2020-05-28,2020-07-07,2020-07-13,2020-07-16,2020-07-23,2020-07-23,한국투자증권㈜,인공지능 및 빅데이터 소프트웨어,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,18750.0,500.0,25000.0,5031515.0,20033.0,60.0,17178.0,37.2,14299.0,14.2,18105.0,44.6,17529.0,40.0,15601.0,24.6,2020,17138284.0,568766.0,1373712.0
코스닥 상장추진,위더스제약,330350,2020-05-27,2020-06-18,2020-06-25,2020-06-29,2020-07-03,2020-07-03,"엔에이치투자증권주식회사,삼성증권㈜",의약품 제조 및 도소매(순환기용제 등),신규상장,주권,의약품 제조업,대한민국,25440.0,200.0,15900.0,8792415.0,21200.0,100.0,22933.0,116.4,16300.0,53.8,13733.0,29.6,14500.0,36.8,13450.0,26.9,2020,51732082.0,10934657.0,8661484.0
유가증권 상장추진,에스케이바이오팜,326030,2020-05-19,2020-06-16,2020-06-23,2020-06-26,2020-07-02,2020-07-02,"엔에이치투자증권주식회사,씨티그룹글로벌마켓증권㈜",신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,959337.0,500.0,49000.0,78313250.0,98000.0,100.0,127000.0,159.2,186500.0,280.6,159000.0,224.5,171000.0,249.0,123500.0,152.0,2020,123814229.0,-87619325.0,-90983120.0
코스닥 상장추진,에스씨엠생명과학,298060,2020-05-12,2020-06-02,2020-06-08,2020-06-11,2020-06-17,2020-06-17,한국투자증권㈜,세포치료제,신규상장,주권,의약품 제조업,대한민국,30600.0,500.0,17000.0,11026646.0,29500.0,73.5,36100.0,112.4,26000.0,52.9,31500.0,85.3,34700.0,104.1,31700.0,86.5,2020,168499.0,-12202218.0,-42553754.0
코스닥 상장추진,드림씨아이에스,223250,2020-04-10,2020-05-07,2020-05-12,2020-05-15,2020-05-22,2020-05-22,엔에이치투자증권주식회사,시판후조사대행(rPMS),신규상장,주권,자연과학 및 공학 연구개발업,대한민국,20186.0,500.0,14900.0,5419150.0,28000.0,87.9,30500.0,104.7,26050.0,74.8,24500.0,64.4,19550.0,31.2,17400.0,16.8,2020,22108907.0,4335672.0,4150871.0
코스닥 상장추진,소마젠,950200,2020-04-09,2020-06-22,2020-06-29,2020-07-02,2020-07-13,2020-07-13,신한투자증권 주식회사,"유전체 분석 서비스 (NGS, CES 등)",신규상장,주식예탁증권,"그외 기타 전문, 과학 및 기술 서비스업",미국,46200.0,0.1,11000.0,16861261.0,11650.0,5.9,15100.0,37.3,16950.0,54.1,15100.0,37.3,18150.0,65.0,13650.0,24.1,2020,20086832.0,-4857527.0,-23066854.0
