(단위 : 천원),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
회사명,종목코드,상장일,매출액(수익),,,,,영업이익,,,,,당기순이익,,,,
,,,2019년,2020년,2021년,2022년,2023년,2019년,2020년,2021년,2022년,2023년,2019년,2020년,2021년,2022년,2023년
세하,027970,1996-07-03,"177,653,879","189,516,847","204,434,563","227,325,039",0,"14,104,417","21,056,357","13,286,618","3,503,433",0,"11,222,340","13,282,298","10,243,436","2,263,258",0
현대엘리베이터,017800,1996-07-03,"1,558,943,382","1,492,244,847","1,544,984,431","1,657,192,106",0,"144,509,807","140,418,904","116,248,583","70,857,294",0,"63,723,629","33,312,368","98,987,934","119,214,196",0
한섬,020000,1996-07-03,"994,560,576","1,194,779,636","1,384,773,096","1,537,082,442",0,"95,748,735","104,834,528","159,662,714","174,260,144",0,"75,601,722","86,495,695","116,511,359","125,065,962",0
세원정공,021820,1996-07-03,"48,917,349","50,533,996","58,380,396","55,615,777",0,"681,140","3,741,802","7,618,717","4,744,809",0,"4,460,800","7,087,220","11,472,776","7,926,239",0
환인제약,016580,1996-07-03,"159,178,172","171,326,507","177,179,139","194,258,420",0,"26,440,313","29,293,275","33,416,869","30,634,208",0,"18,739,747","23,675,615","26,346,884","23,600,784",0
키다리스튜디오,020120,1996-07-03,"25,189,266","40,440,529","54,015,594","85,236,554",0,"1,007,835","5,382,999","4,378,562","3,962,702",0,"339,024","2,164,131","3,548,089","10,222,688",0
유니온,000910,1996-07-03,"103,321,797","95,684,087","97,661,147","108,834,339",0,"3,397,856","3,766,699","3,180,957","-90,701",0,"-18,476,726","23,389,613","7,904,227","-9,293,495",0
삼보판지,023600,1996-05-29,"139,868,908","175,035,219","244,696,925","264,307,631",0,"6,787,626","4,648,651","13,436,411","14,497,655",0,"5,014,100","4,357,290","10,973,743","12,459,584",0
삼목에스폼,018310,1996-05-03,"144,218,796","116,454,496","204,910,855","317,584,243",0,"11,367,058","-12,650,723","10,604,024","60,307,030",0,"13,699,547","705,493","12,407,831","52,719,675",0
에이스침대,003800,1996-05-03,"277,433,284","289,067,140","345,418,668","344,296,371",0,"49,912,426","50,354,816","77,389,377","66,166,545",0,"44,215,798","50,543,368","63,158,213","55,110,121",0
원익큐브,014190,1996-04-26,"199,362,469","192,316,296","253,677,798","242,718,580",0,"-2,388,087","3,818,392","13,674,816","4,320,250",0,"2,335,520","3,511,737","9,253,171","4,353,755",0
에스원,012750,1996-01-30,"2,120,328,700","2,189,076,458","2,277,128,864","2,427,260,264",0,"190,297,888","193,036,395","165,457,513","192,825,146",0,"141,011,143","132,929,645","116,295,407","141,531,341",0
두산건설,011160,1996-01-30,"1,729,861,348",0,0,0,0,"74,701,412",0,0,0,0,"-95,534,399",0,0,0,0
한화갤러리아타임월드,027390,1996-01-30,"142,433,417",0,0,0,0,"28,671,188",0,0,0,0,"-69,923,656",0,0,0,0
태경산업,015890,1996-01-30,"140,803,292","104,312,782","132,738,447","157,798,814",0,"59,129","-2,030,210","12,442,733","10,746,927",0,"31,835,248","1,602,111","11,949,933","5,654,728",0
서원,021050,1996-01-30,"208,159,468","194,683,744","261,636,394","275,679,213",0,"7,001,873","7,779,496","15,126,656","173,336",0,"1,545,016","-8,692,600","4,227,834","276,402",0
계룡건설산업,013580,1996-01-30,"1,649,389,656","1,571,292,960","1,870,762,289","2,052,333,741",0,"116,922,457","151,990,194","203,621,424","96,367,097",0,"83,077,813","101,814,091","149,700,379","58,220,411",0
리드코프,012700,1996-01-19,"422,176,366","317,425,656","424,162,883","584,347,485",0,"40,506,194","41,088,748","43,952,636","40,917,901",0,"30,144,347","30,744,061","29,378,088","28,437,740",0
유니슨,018000,1996-01-10,"73,652,840","78,512,293","147,676,957","237,828,546",0,"-14,358,806","-12,111,833","4,094,341","1,679,149",0,"-20,701,258","-25,332,919","-1,416,380","-13,922,134",0
아난티,025980,1996-01-06,"71,418,465","59,133,612","134,866,149","161,555,881",0,"13,176,195","209,966","63,258,545","69,253,321",0,"8,071,195","-6,899,962","22,751,719","38,949,302",0
광진실업,026910,1996-01-03,"42,982,094","42,977,717","54,585,774","58,059,455",0,"-1,209,558","-2,418,053","1,116,269","715,260",0,"-978,930","-3,184,245","1,156,395","1,145,921",0
인터엠,017250,1996-01-03,"85,921,724","63,355,186","50,625,243","58,139,032",0,"-3,947,067","-15,009,968","-18,131,114","3,097,556",0,"-8,263,087","-19,727,161","-17,357,679","1,213,538",0
신대양제지,016590,1995-12-21,"258,433,074","189,037,602","245,038,662","226,067,372",0,"40,366,783","29,600,371","27,514,997","21,433,375",0,"32,369,782","24,030,567","25,007,604","20,262,547",0
와이투솔루션,011690,1995-12-21,"108,289,227","107,392,165","101,351,769","120,011,418",0,"-5,085,704","-3,093,915","-3,223,969","3,887,371",0,"-9,501,426","-43,044,843","-9,658,225","-1,550,101",0
동원금속,018500,1995-11-10,"249,463,473","260,456,296","206,340,080","191,329,181",0,"-18,423,348","-2,491,293","-2,452,017","8,066,425",0,"-27,234,849","6,894,376","-13,580,725","13,919,069",0
성안,011300,1995-11-10,"71,088,846","29,612,649","31,096,704","52,521,837",0,"-7,948,134","-4,111,990","-6,271,056","-2,773,207",0,"-43,787,374","-29,667,777","-2,354,886","-423,022",0
남해화학,025860,1995-11-10,"1,187,201,231","1,009,845,248","1,451,884,407","2,169,565,871",0,"15,330,703","26,391,594","20,490,699","63,633,740",0,"16,040,768","25,044,474","21,664,020","47,307,536",0
성우하이텍,015750,1995-11-04,"1,218,068,087","1,152,011,182","1,259,189,056","1,583,239,739",0,"58,551,984","22,489,812","37,635,787","92,465,632",0,"-27,454,645","-14,026,628","29,867,196","80,695,219",0
서부T&D,006730,1995-10-06,"127,936,628","84,104,627","90,140,818","128,985,506",0,"14,439,054","-6,472,848","-276,627","10,458,495",0,"47,094","-16,820,752","9,918,815","14,724,983",0
대신정보통신,020180,1995-10-06,"207,514,836","175,863,952","193,750,021","180,570,933",0,"1,782,618","2,107,653","2,341,315","2,283,442",0,"1,563,148","1,507,201","1,689,727","2,049,849",0
풀무원,017810,1995-10-05,"79,033,026","108,571,594","116,503,462","123,375,352",0,"12,324,769","20,302,480","24,397,934","27,450,398",0,"10,195,736","14,538,976","17,766,124","8,192,124",0
HMM,011200,1995-10-05,"5,333,534,000","6,223,944,000","13,664,562,000","18,429,889,000",0,"-328,576,000","955,962,000","7,356,851,000","9,919,892,000",0,"-663,717,000","58,852,000","5,348,537,000","10,047,898,000",0
경인양행,012610,1995-10-05,"245,244,968","214,380,449","276,226,577","245,973,699",0,"14,176,378","-5,436,685","16,094,740","10,919,529",0,"4,797,711","-10,222,700","18,015,605","7,674,928",0
서울도시가스,017390,1995-08-18,"1,352,527,720","1,271,968,265","1,270,955,751","1,716,610,303",0,"9,810,277","6,816,926","-5,809,932","2,873,932",0,"14,076,275","153,818,043","8,066,541","17,341,286",0
이구산업,025820,1995-08-18,"210,304,346","202,936,445","334,356,732","429,618,752",0,"647,537","5,874,869","35,627,429","13,690,371",0,"-3,359,895","1,896,399","21,053,902","5,720,773",0
동신건설,025950,1995-08-07,"24,021,434","35,499,043","57,432,514","50,301,559",0,"-446,363","2,202,529","3,081,287","1,366,400",0,"840,522","-1,934,043","-291,679","6,068,917",0
동화기업,025900,1995-08-07,"370,938,736","380,917,302","471,088,933","505,782,012",0,"16,997,254","19,467,282","52,908,144","42,321,100",0,"27,807,279","23,153,942","46,305,399","38,052,623",0
에넥스,011090,1995-07-08,"361,491,410","231,275,141","200,317,330","202,907,389",0,"-1,676,942","-8,287,993","-11,917,763","-23,349,976",0,"-4,011,572","-8,886,302","10,150,345","-23,711,142",0
제이준코스메틱,025620,1995-07-08,"40,813,125","26,027,248","14,587,158","5,828,495",0,"-44,965,861","-11,245,904","-14,107,958","-10,342,506",0,"-79,408,644","-16,897,631","-45,208,132","-20,743,316",0
한국카본,017960,1995-07-08,"273,130,285","409,524,356","361,307,876","340,208,179",0,"25,949,869","75,265,298","32,050,461","28,719,054",0,"21,725,932","57,962,449","14,912,477","2,174,394",0
에이프로젠,007460,1995-07-08,"50,345,277","72,536,685","81,081,676","34,794,714",0,"3,030,481","6,419,294","295,276","-53,344,690",0,"-7,127,235","-46,864,368","-12,040,894","-87,191,900",0
케이씨피드,025880,1995-07-07,"64,474,083","64,511,066","73,115,251","88,640,126",0,"-1,558,496","1,308,443","2,263,200","4,631,356",0,"-6,210,782","1,333,381","2,441,142","4,062,485",0
한탑,002680,1995-07-07,"64,344,067","60,187,401","67,025,356","87,467,263",0,"-7,049,535","-10,073,071","-3,932,965","1,056,904",0,"-5,228,628","-17,906,503","-9,571,288","-8,410,180",0
신라에스지,025870,1995-07-07,"76,853,354","58,763,523","71,031,603","71,824,862",0,"2,482,873","1,572,402","2,449,198","2,016,252",0,"-3,823,003","1,752,555","1,594,124","892,177",0
한국선재,025550,1995-06-19,"149,106,313","152,868,934","170,660,872","189,226,040",0,"2,834,294","3,848,161","19,745,197","6,532,739",0,"2,606,858","1,787,335","11,462,845","13,680,511",0
DH오토웨어,025440,1995-05-22,"364,131,618","292,571,859","317,767,002","367,268,782",0,"-8,335,565","1,429,488","-5,749,407","829,644",0,"-11,898,216","-545,432","-11,378,965","-3,365,864",0
시노펙스,025320,1995-04-20,"88,157,363","84,152,068","103,780,464","93,687,778",0,"422,515","1,166,608","2,091,825","-1,160,484",0,"3,390,058","-12,261,386","6,626,569","4,976,016",0
PN풍년,024940,1995-01-04,"54,592,806","57,690,337","58,206,684","57,147,282",0,"-1,344,581","552,269","2,443,903","1,376,999",0,"5,421,554","2,412,159","2,230,344","1,737,022",0
삼천리자전거,024950,1995-01-04,"70,620,031","104,539,181","112,283,339","105,303,317",0,"-6,315,948","11,148,350","10,521,967","2,468,962",0,"-9,479,427","12,206,039","3,615,456","-3,745,887",0
메디앙스,014100,1995-01-03,"91,461,744","66,656,033","67,433,775","66,784,368",0,"-2,083,460","-1,824,342","3,229,586","-377,557",0,"37,942,919","2,991,125","3,624,756","-3,837,133",0
KBI메탈,024840,1994-12-29,"477,661,145","473,567,920","660,087,711","687,220,469",0,"9,367,295","9,247,124","12,198,311","2,908,194",0,"5,913,764","4,257,290","-2,012,268","787,871",0
세원물산,024830,1994-12-29,"115,276,852","155,789,892","210,094,467","171,133,635",0,"12,606,493","13,960,836","15,202,969","14,982,919",0,"13,124,812","18,360,788","26,976,887","16,276,122",0
이화전기,024810,1994-12-29,"56,846,635","53,295,892","66,789,425","51,587,102",0,"608,838","-3,563,424","-2,803,234","-2,921,293",0,"75,695","-16,235,793","26,038,747","-67,851,428",0
동원개발,013120,1994-12-29,"642,628,503","630,615,658","417,401,712","601,889,595",0,"106,108,775","187,555,578","97,399,614","103,850,245",0,"84,696,891","144,427,889","72,672,237","82,664,479",0
대륙제관,004780,1994-12-29,"197,284,517","212,221,659","235,940,554","275,979,620",0,"8,360,578","15,743,579","7,615,540","9,675,110",0,"5,362,796","12,045,259","7,607,288","9,703,258",0
케이피에프,024880,1994-12-29,"274,798,671","245,023,257","277,866,668","329,427,566",0,"12,790,133","635,377","3,206,427","23,119,028",0,"7,380,293","-11,116,931","708,258","12,290,069",0
경창산업,024910,1994-12-29,"450,785,699","418,937,428","494,508,083","540,589,307",0,"-11,354,653","12,718,311","15,096,286","16,201,045",0,"-61,792,227","5,978,990","6,438,612","24,802,178",0
에스엠벡셀,010580,1994-12-27,"78,268,988","70,710,479","73,077,586","136,788,024",0,"-4,708,734","-3,982,394","-8,181,785","3,428,152",0,"-11,195,573","-11,054,038","-16,605,886","9,226,034",0
KPX케미칼,025000,1994-12-27,"606,832,233","573,783,532","776,205,279","797,448,219",0,"35,830,595","52,880,795","31,727,501","35,898,934",0,"38,226,261","60,546,869","44,722,249","29,458,044",0
태평양물산,007980,1994-12-27,"685,841,472","546,235,667","611,332,743","765,025,412",0,"19,433,846","-3,880,382","6,534,392","47,784,093",0,"3,015,936","3,942,502","4,615,667","20,153,900",0
흥구석유,024060,1994-12-07,"150,668,735","114,843,735","132,213,730","146,717,690",0,"500,763","-493,797","-28,815","1,360,244",0,"8,292,866","4,791,371","1,398,831","2,657,026",0
신원종합개발,017000,1994-12-07,"251,690,728","123,807,110","139,060,809","188,210,172",0,"8,975,032","3,126,194","5,119,302","2,032,586",0,"15,020,122","-14,314,964","3,690,555","4,440,253",0
KB오토시스,024120,1994-12-07,"135,937,825","116,834,459","114,488,579","163,437,423",0,"10,479,708","5,216,236","-3,489,060","8,491,993",0,"5,219,659","2,156,916","973,290","4,316,608",0
풍국주정,023900,1994-11-23,"48,096,508","52,324,004","46,482,826","57,743,943",0,"6,005,572","8,047,020","2,037,128","-1,921,707",0,"5,438,545","6,871,392","2,989,050","-572,208",0
대한약품,023910,1994-11-23,"168,761,722","166,079,878","171,462,787","184,267,548",0,"33,638,836","29,963,037","29,067,651","32,968,049",0,"28,166,639","17,380,799","22,670,412","24,960,546",0
이화공영,001840,1994-11-23,"138,398,049","153,232,963","194,935,372","194,558,253",0,"125,985","783,338","-4,795,575","140,698",0,"268,264","301,059","-4,679,840","571,715",0
한국캐피탈,023760,1994-11-07,0,0,0,0,0,0,0,0,0,0,"21,033,754","32,058,511","53,138,157","65,094,592",0
동일철강,023790,1994-11-07,"26,560,736","21,920,386","34,359,398","32,221,197",0,"-3,991,847","-4,176,861","4,349,764","901,677",0,"3,867,475","-8,769,763","-25,109,527","-15,634,633",0
대한광통신,010170,1994-11-07,"124,571,031","111,274,097","119,940,341","139,205,974",0,"-9,833,038","-22,797,059","-28,847,887","1,719,347",0,"-11,867,253","-27,565,219","-49,761,443","-4,749,620",0
플레이위드,023770,1994-11-07,"56,031,811","42,962,786","13,264,691","14,505,488",0,"13,587,166","13,642,042","474,744","-7,185,077",0,"9,076,281","13,353,033","1,844,730","-3,013,996",0
대림제지,017650,1994-11-07,"105,900,335","128,736,850","181,256,329","187,353,235",0,"5,938,945","16,396,531","26,119,679","29,201,150",0,"2,511,384","13,080,910","21,523,802","24,405,589",0
한일사료,005860,1994-11-07,"102,314,789","106,910,200","124,971,385","150,914,476",0,"737,564","920,750","1,459,642","223,463",0,"-361,418","1,068,867","1,259,672","-600,002",0
KC그린홀딩스,009440,1994-11-05,"13,683,527","14,341,910","12,811,421","14,342,865",0,"8,417,599","8,697,369","8,362,200","8,755,268",0,"1,356,598","-3,391,049","4,049,754","2,461,543",0
웅진,016880,1994-11-05,"158,513,937","160,111,865","141,883,099","169,645,916",0,"-518,433","28,272,315","24,369,537","21,908,861",0,"-104,994,397","38,342,418","19,647,142","23,633,344",0
문배철강,008420,1994-11-05,"162,552,515","152,678,067","204,873,268","192,206,731",0,"2,600,636","2,798,587","20,783,115","3,006,102",0,"2,371,990","8,612,102","25,376,074","26,217,228",0
모베이스전자,012860,1994-10-26,"616,170,568","607,684,483","601,087,704","708,067,443",0,"6,933,172","-7,542,479","8,616,513","23,232,055",0,"-8,421,792","-10,191,976","-869,324","6,784,424",0
CNH,023460,1994-10-07,"25,594,220","40,300,237","15,634,510","5,956,355",0,0,0,0,0,0,"15,607,196","26,635,077","-10,791,167","-28,911,795",0
국영지앤엠,006050,1994-10-07,"73,013,468","64,386,056","55,030,166","63,599,420",0,"991,045","-2,061,462","-6,739,784","2,121,316",0,"1,089,819","-1,305,459","-4,860,436","1,857,626",0
유진기업,023410,1994-10-07,"806,997,640","749,154,175","899,601,175","911,597,900",0,"40,368,804","23,128,736","28,767,287","22,115,198",0,"20,775,492","89,776,053","46,088,051","37,373,866",0
제이스코홀딩스,023440,1994-10-07,"25,110,218","37,520,549","84,471,063","84,143,042",0,"-3,324,683","-3,625,576","5,261,548","-6,191,489",0,"-3,516,962","-4,382,018","-1,300,409","-27,157,810",0
보성파워텍,006910,1994-09-07,"111,651,303","82,079,529","68,539,018","54,198,728",0,"-1,055,177","2,292,499","-1,489,332","-4,492,912",0,"591,879","1,612,437","-926,404","-11,114,359",0
브이티지엠피,018290,1994-09-07,"64,608,809","105,877,069","142,415,831","157,342,080",0,"6,243,553","9,811,608","17,217,814","19,433,110",0,"3,868,113","6,461,705","10,165,303","3,368,339",0
태광,023160,1994-09-07,"189,754,435","188,404,258","148,515,222","213,558,458",0,"3,194,433","-2,705,439","7,219,664","44,310,092",0,"7,566,236","-4,752,985","11,985,862","35,218,722",0
오뚜기,007310,1994-08-12,"2,108,629,851","2,305,213,296","2,414,545,654","2,759,810,713",0,"126,105,262","155,241,928","133,099,561","156,754,357",0,"95,988,847","137,758,586","100,917,788","185,342,779",0
HL D&I,014790,1994-08-12,"1,198,490,841","1,442,069,020","1,347,687,461","1,379,461,788",0,"48,154,789","80,382,115","66,786,288","37,587,942",0,"-16,139,785","94,690,769","47,433,834","18,200,083",0
일정실업,008500,1994-08-12,"38,857,665","30,785,380","30,944,445","30,712,994",0,"-11,745,081","-5,541,656","-6,313,188","-7,397,968",0,"-9,177,815","-2,366,589","-5,484,040","-7,168,996",0
와이엠,007530,1994-08-05,"117,367,323","108,309,788","119,186,517","140,619,854",0,"5,715,670","1,301,604","-270,997","3,183,337",0,"6,342,207","-2,366,193","373,479","2,009,553",0
엘에스일렉트릭,010120,1994-07-11,"1,810,062,924","1,854,586,052","1,877,447,872","2,283,473,364",0,"154,683,110","113,217,221","114,654,515","138,175,647",0,"109,361,356","106,202,772","71,012,344","67,416,946",0
원일특강,012620,1994-06-28,"241,196,523","238,843,504","319,279,627","357,447,059",0,"8,706,513","1,235,933","17,179,045","16,068,954",0,"10,100,843","-223,262","8,504,829","10,834,600",0
신라섬유,001000,1994-06-28,"4,180,813","4,179,073","4,350,724","4,429,625",0,"732,137","685,773","668,528","464,548",0,"227,501","347,807","670,275","-35,840",0
서한,011370,1994-05-24,"548,055,256","485,236,331","608,817,281","735,785,544",0,"24,032,013","28,486,911","55,816,077","59,930,961",0,"9,848,609","18,171,839","46,416,953","39,572,591",0
이화산업,000760,1994-04-29,"50,820,577","41,763,426","50,004,109","50,147,740",0,"-3,328,660","-2,235,715","794,214","407,090",0,"-3,925,360","-938,862","9,202,558","651,565",0
대양금속,009190,1994-04-29,"151,597,696","140,495,484","203,423,902","239,479,973",0,"3,243,352","1,063,435","15,188,009","14,572,913",0,"3,471,573","-651,416","15,243,418","4,856,898",0
동원시스템즈,014820,1994-03-29,"519,372,094","581,843,179","785,069,196","1,300,951,533",0,"35,726,423","51,414,705","60,770,566","82,521,356",0,"28,451,051","40,694,711","35,204,502","59,394,229",0
