(단위 : 천원),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
회사명,종목코드,상장일,매출액(수익),,,,,영업이익,,,,,당기순이익,,,,
,,,2019년,2020년,2021년,2022년,2023년,2019년,2020년,2021년,2022년,2023년,2019년,2020년,2021년,2022년,2023년
케이티알파,036030,1999-12-24,"322,320,928","349,313,941","471,476,715","469,573,684",0,"10,709,042","11,811,037","4,183,816","15,223,887",0,"1,426,363","-4,197,120","-8,913,079","12,180,938",0
서희건설,035890,1999-12-24,"1,216,979,059","1,258,385,234","1,305,566,781","1,407,700,694",0,"115,299,745","179,248,427","210,637,716","203,427,370",0,"63,998,782","126,548,463","169,912,813","99,283,903",0
주성엔지니어링,036930,1999-12-24,"254,491,427","118,525,512","377,019,960","437,759,042",0,"29,575,015","-25,677,716","102,031,688","124,367,867",0,"27,059,131","-5,758,053","144,925,442","106,673,611",0
대성홀딩스,016710,1999-12-22,"16,602,895","36,132,409","18,738,676","19,821,824",0,"5,787,162","25,987,449","8,622,368","8,146,949",0,"3,800,902","17,605,244","6,236,138","39,661,143",0
지더블유바이텍,036180,1999-12-21,"44,565,634","52,493,393","52,573,686","53,880,460",0,"567,501","85,013","-1,803,547","-4,192,740",0,"-22,555,661","-4,186,851","-5,000,788","-6,657,436",0
동진쎄미켐,005290,1999-12-21,"652,641,480","679,978,836","793,730,799","1,050,272,303",0,"74,923,697","83,981,531","91,452,036","179,845,207",0,"44,752,979","64,221,297","78,378,341","142,703,975",0
다우데이타,032190,1999-12-21,"193,233,235","199,691,975","217,171,843","189,930,197",0,"9,763,994","10,306,557","10,344,458","7,039,619",0,"11,598,947","13,718,976","24,471,358","21,405,113",0
제이에스티나,026040,1999-12-21,"94,811,398","59,781,522","67,240,988","77,880,466",0,"-28,078,190","-13,386,562","1,689,045","2,580,913",0,"-36,513,087","-13,822,675","29,617,580","1,307,772",0
선광,003100,1999-12-21,"74,492,370","77,812,756","84,886,790","91,131,328",0,"17,958,278","20,022,261","23,002,346","17,477,663",0,"2,447,723","9,288,247","18,968,698","2,720,366",0
클라우드에어,036170,1999-12-21,"13,489,259","13,440,967","15,173,822","13,418,819",0,-970,"-496,959","907,939","273,172",0,"-15,283,330","-11,582,694","1,892,044","2,712,566",0
한국팩키지,037230,1999-12-21,"58,376,992","56,495,798","56,223,518","217,319,292",0,"2,554,625","2,013,224","-2,104,043","585,961",0,"1,807,691","2,334,121","-504,443","-10,602,749",0
삼지전자,037460,1999-12-16,"54,526,218","76,157,433","43,563,911","31,220,192",0,"-5,309,813","5,819,405","-934,548","-1,314,707",0,"-813,587","10,829,034","7,704,709","9,900,978",0
우리엔터프라이즈,037400,1999-12-16,"26,933,802","25,855,358","26,672,883","26,523,493",0,"726,069","1,344,777","1,470,685","417,777",0,"-1,688,777","22,978,768","9,075,019","-1,059,816",0
한국가스공사,036460,1999-12-15,"23,903,847,012","20,004,187,241","26,156,771,521","50,301,773,606",0,"1,185,756,046","950,550,738","1,001,846,301","2,015,792,022",0,"81,613,695","-93,602,410","594,481,644","852,889,307",0
대원제약,003220,1999-12-15,"315,309,102","306,358,567","339,075,956","452,801,417",0,"35,996,744","25,276,400","20,698,483","47,688,591",0,"27,000,617","17,487,619","6,729,600","31,496,020",0
인지디스플레,037330,1999-12-14,"121,746,444","271,618,913","258,567,486","287,587,265",0,"1,417,755","4,593,236","-4,800,517","6,052,195",0,"12,363,662","7,136,010","453,965","1,207,373",0
네패스,033640,1999-12-14,"343,577,304","269,153,123","345,459,277","417,052,033",0,"42,721,595","16,594,706","18,048,486","22,038,534",0,"22,314,275","18,540,121","19,207,702","12,225,058",0
유니셈,036200,1999-12-10,"173,111,386","210,831,360","290,067,971","245,886,018",0,"24,804,642","32,797,880","43,178,832","28,381,962",0,"22,059,118","21,622,294","36,666,225","19,405,694",0
유성티엔에스,024800,1999-12-10,"300,074,545","243,547,805","215,313,240","200,822,021",0,"5,002,455","2,703,228","1,132,402","1,124,649",0,"4,383,307","1,738,562","-18,755,937","11,311,492",0
코리아나,027050,1999-12-10,"104,498,899","73,428,075","70,392,620","64,394,766",0,"439,450","-2,230,409","487,037","85,065",0,"628,952","-425,315","3,309,574","1,482,400",0
위지트,036090,1999-12-10,"31,414,936","29,446,990","30,803,870","35,218,638",0,"440,523","-534,066","848,012","2,195,387",0,"-6,849,780","3,586,479","16,790,286","-1,260,491",0
골드앤에스,035290,1999-12-07,"7,642,733","4,138,760","13,506,639","9,488,858",0,"-7,142,117","-2,253,010","1,355,619","-1,144,160",0,"-24,883,215","1,635,730","770,698","-6,253,681",0
SCI평가정보,036120,1999-12-07,"48,708,533","47,301,100","46,674,037","38,347,973",0,"6,348,609","7,818,848","9,603,841","5,029,919",0,"4,411,306","5,854,867","5,225,542","2,844,867",0
서울전자통신,027040,1999-12-03,"38,717,411","33,570,704","39,014,802","14,946,036",0,"-2,795,753","-1,326,074","2,069,280","-3,582,679",0,"3,428,505","-3,267,903","112,956","-12,967,580",0
예림당,036000,1999-11-30,"18,398,297","16,701,706","15,868,262","14,938,879",0,"-949,355","3,545,350","2,101,448","2,154,526",0,"-1,298,729","2,735,657","2,671,902","2,429,607",0
대성창투,027830,1999-11-30,"6,926,474","11,342,157","21,876,151","13,656,851",0,0,0,0,0,0,"-174,293","1,325,822","7,637,570","792,424",0
미래아이앤지,007120,1999-11-26,"7,479,208","5,772,566","7,807,922","12,828,959",0,"144,294","686,197","899,375","3,234,003",0,"13,822,110","19,459,415","-18,081,303","-6,027,838",0
CJ ENM,035760,1999-11-23,"3,157,133,395","2,718,282,265","2,841,634,431","3,010,181,373",0,"287,109,830","250,432,785","323,156,071","238,195,158",0,"319,727,575","168,434,071","203,785,536","80,682,238",0
이지홀딩스,035810,1999-11-23,"34,148,215","57,000,363","99,221,425","119,980,446",0,"4,242,134","8,918,387","11,567,594","12,669,839",0,"15,135,572","61,921,720","3,656,963","43,156,711",0
기산텔레콤,035460,1999-11-18,"30,545,683","26,787,022","18,129,277","24,016,007",0,"2,565,963","-1,163,778","-3,302,348","1,151,860",0,"2,205,257","-1,507,052","-2,534,923","1,095,743",0
화천기공,000850,1999-11-18,"170,793,978","134,237,940","178,967,550","214,284,471",0,"5,524,224","804,672","3,475,807","4,478,641",0,"8,002,114","3,331,036","7,201,901","33,648,333",0
팜스코,036580,1999-10-25,"959,177,507","1,162,303,300","1,322,927,818","1,664,342,663",0,"16,052,084","32,905,075","30,332,309","20,158,199",0,"-28,845,809","9,487,709","-4,749,540","-34,850,610",0
케이티앤지,033780,1999-10-08,"2,942,618,858","3,435,384,230","3,490,455,808","3,694,358,039",0,"1,134,565,646","1,337,017,930","1,083,423,988","1,120,293,986",0,"891,380,828","1,075,309,488","852,944,175","958,039,985",0
HD한국조선해양,009540,1999-08-24,"3,356,828,769","172,383,351","195,837,510","180,500,471",0,"24,604,793","-37,182,282","15,051,321","-18,285,013",0,"-74,657,811","-373,003,928","196,420,840","375,470,926",0
디씨엠,024090,1999-08-18,"145,325,762","165,376,395","250,829,060","240,604,203",0,"17,532,253","14,712,793","34,887,867","24,501,432",0,"23,461,524","19,961,806","50,754,930","37,642,494",0
신일제약,012790,1999-08-13,"60,648,342","61,438,038","61,754,169","80,007,072",0,"9,414,590","6,821,215","7,981,820","13,656,374",0,"7,256,932","7,544,185","6,678,822","12,157,083",0
솔본,035610,1999-08-13,"3,128,570","3,540,875","3,324,120","3,307,069",0,"146,381","1,182,377","1,374,894","-324,439",0,"7,068,986","913,040","18,012,262","-41,365,147",0
조아제약,034940,1999-08-13,"66,476,463","64,104,411","56,532,082","67,594,612",0,"131,545","-819,906","-7,176,836","307,300",0,"-623,203","-622,461","-9,357,453","168,642",0
바른손이앤에이,035620,1999-08-13,"16,333,644","11,461,637","8,330,590","4,683,101",0,"-5,401,484","-1,661,326","1,069,614","-3,023,576",0,"-18,218,956","1,929,322","3,045,517","-13,932,021",0
시공테크,020710,1999-08-13,"114,634,123","96,247,497","84,679,101","86,706,505",0,"7,189,829","4,425,693","-1,010,785","-4,548,401",0,"8,590,075","3,864,907","2,271,292","-930,205",0
지투알,035000,1999-08-11,"26,765,282","31,903,193","19,338,018","30,072,180",0,"10,672,022","17,749,457","1,018,776","11,106,159",0,"-3,211,764","1,982,483","3,423,740","8,257,701",0
백산,035150,1999-08-11,"241,436,660","204,721,912","204,459,409","226,775,562",0,"38,348,082","21,603,416","27,772,747","30,484,595",0,"19,780,239","-13,971,461","14,233,363","25,580,868",0
체시스,033250,1999-08-11,"36,518,844","36,432,691","35,315,843","24,560,186",0,"-2,909,017","-3,866,506","185,390","-4,859,216",0,"-3,754,648","-4,325,309","-1,262,438","-3,907,526",0
대한유화,006650,1999-08-11,"2,059,165,682","1,866,482,314","2,493,254,018","2,204,625,589",0,"109,104,529","168,002,703","177,487,314","-212,303,028",0,"100,343,828","118,499,672","140,903,411","-147,599,571",0
AK홀딩스,006840,1999-08-11,"33,947,769","45,515,032","51,865,248","39,366,900",0,"20,253,133","31,612,604","37,303,133","23,860,983",0,"18,720,798","9,425,944","25,734,537","-6,385,935",0
인성정보,033230,1999-07-30,"95,057,636","105,395,602","107,008,799","141,720,307",0,"231,246","69,290","195,762","1,362,719",0,"-399,991","-6,586,901","1,252,645","1,238,187",0
그래디언트,035080,1999-07-05,"8,719,700","12,032,956","15,157,574","8,766,351",0,"3,788,374","7,706,366","10,434,962","-533,260",0,"4,125,060","806,283","-17,403,174","245,283,316",0
동국산업,005160,1999-06-25,"332,716,284","278,919,317","348,629,736","381,295,207",0,"18,754,412","7,725,203","16,255,477","12,495,990",0,"12,664,496","6,887,966","19,208,750","11,957,941",0
매일홀딩스,005990,1999-05-14,"12,854,674","13,990,396","13,722,414","15,586,227",0,"2,063,750","3,215,009","905,244","2,076,472",0,"6,698,749","-11,984,756","22,813,445","-3,631,404",0
해성산업,034810,1999-04-16,"20,260,095","163,327,154","23,747,851","33,551,783",0,"5,217,232","8,043,781","6,430,348","15,985,938",0,"2,324,752","336,521,913","24,780,398","8,215,262",0
자화전자,033240,1999-01-06,"368,553,801","249,070,668","294,302,594","247,111,659",0,"9,584,898","-10,947,333","15,795,131","-10,926,219",0,"11,939,295","-4,432,461","12,344,050","-34,544,542",0
케이티,030200,1998-12-23,"18,204,751,000","17,879,281,000","18,387,434,000","18,289,243,000",0,"747,722,000","878,239,000","1,068,273,000","1,168,103,000",0,"428,422,000","665,493,000","990,491,000","763,750,000",0
하이트론씨스템즈,019490,1998-11-04,"37,332,728","27,273,277","27,476,054","10,765,470",0,"-15,400,138","-19,412,562","-14,950,614","-8,935,069",0,"-17,938,389","-21,530,597","-13,370,992","-7,701,759",0
디에스티,033430,1998-05-25,"20,809,840","18,085,601",0,0,0,"-4,144,583","-2,983,766",0,0,0,"-17,963,809","-2,635,656",0,0,0
제일기획,030000,1998-03-03,"1,150,057,692","870,684,464","1,017,011,069","1,280,522,528",0,"63,730,801","77,559,956","78,101,553","100,830,968",0,"106,467,467","118,262,134","94,479,101","62,923,623",0
한국정보통신,025770,1998-01-20,"494,677,892","490,304,218","535,109,903","590,758,980",0,"32,833,011","18,883,051","22,400,474","29,041,581",0,"22,725,905","8,603,939","9,878,574","23,181,801",0
파라텍,033540,1997-12-26,"126,217,108","114,795,926","112,845,645","212,348,469",0,"-36,732,819","4,587,316","640,196","1,996,620",0,"-29,253,114","8,917,786","1,812,165","-4,635,958",0
동성화인텍,033500,1997-12-19,"238,406,562","387,128,790","363,882,908","434,151,552",0,"26,542,889","45,903,579","33,046,840","15,580,006",0,"17,534,141","20,790,001","23,060,622","8,662,084",0
케이씨,029460,1997-11-25,"133,304,839","155,806,307","164,497,817","211,778,911",0,"36,735,752","44,618,032","37,245,575","46,883,729",0,"43,560,742","31,023,411","32,542,776","46,885,493",0
스틱인베스트먼트,026890,1997-11-25,"41,320,135","39,636,662","56,503,355","48,837,040",0,"1,519,725","1,541,875","1,825,436","7,950,811",0,"1,797,162","-1,265,900","4,815,411","26,001,794",0
엠투엔,033310,1997-11-10,"27,260,839","21,403,062","27,640,360","28,470,256",0,"117,963","-1,041,276","-4,031,908","-4,323,917",0,"4,162,863","-6,069,193","-58,551,583","5,373,214",0
제이씨현시스템,033320,1997-11-10,"171,196,283","190,462,430","198,973,128","144,296,413",0,"228,057","7,734,145","11,578,105","-2,949,432",0,"174,291","6,633,367","10,588,878","-1,685,362",0
포스코엠텍,009520,1997-11-10,"288,697,939","255,399,800","323,878,359","342,175,911",0,"13,060,614","11,611,241","16,375,759","6,356,472",0,"10,576,708","9,409,920","13,064,110","4,825,408",0
드래곤플라이,030350,1997-11-10,"6,081,313","4,169,240","3,571,272","3,680,144",0,"-4,330,423","98,737","-2,948,037","-7,580,914",0,"-5,569,461","-8,349,642","-16,828,376","-14,071,824",0
엠케이전자,033160,1997-11-10,"350,049,856","476,530,542","548,639,837","559,688,966",0,"2,214,117","10,926,585","14,139,333","18,649,720",0,"1,166,220","8,329,515","9,133,692","3,356,572",0
스페코,013810,1997-11-03,"31,268,020","29,287,743","30,517,725","30,300,884",0,"2,975,579","4,048,198","2,004,403","99,831",0,"2,772,290","2,599,106","613,934","1,579,893",0
좋은사람들,033340,1997-11-03,"121,162,076","122,892,555","90,096,813","80,250,557",0,"-8,805,108","-26,249,239","-11,325,738","-3,349,805",0,"-9,781,506","-72,169,617","-42,444,118","-7,150,249",0
대원화성,024890,1997-10-28,"127,849,798","102,197,808","106,941,933","135,109,625",0,"-789,334","-5,870,885","-11,435,204","-10,661,109",0,"5,912,643","-2,139,638","-6,957,908","-9,536,037",0
모아텍,033200,1997-10-13,"38,048,887","26,867,030","26,307,393","30,360,125",0,"857,208","-2,920,472","-1,905,462","-1,775,540",0,"750,725","-7,960,793","-1,421,873","-1,740,304",0
코웰패션,033290,1997-10-13,"179,647,116","222,061,996","275,288,537","253,780,169",0,"51,329,636","55,555,134","62,581,586","48,851,073",0,"50,910,727","73,783,100","63,575,052","61,636,221",0
코콤,015710,1997-09-30,"133,903,684","118,930,332","92,662,745","95,280,776",0,"13,342,693","10,870,086","3,914,379","-2,284,774",0,"8,218,004","7,277,833","4,311,831","-2,646,232",0
E1,017940,1997-08-27,"4,173,961,091","3,563,455,850","4,732,698,784","7,593,634,724",0,"123,955,268","70,089,265","-1,692,573","266,694,781",0,"16,232,362","81,042,797","81,792,998","139,201,555",0
SK가스,018670,1997-08-27,"3,973,394,871","3,631,780,357","4,998,281,106","6,978,937,449",0,"154,007,036","187,908,809","98,597,927","427,890,389",0,"75,505,265","185,285,570","227,224,474","268,904,384",0
영보화학,014440,1997-08-27,"115,674,835","86,456,975","84,279,155","80,968,867",0,"10,314,454","5,451,986","5,904,117","2,227,640",0,"8,394,924","10,121,805","4,503,670","2,402,054",0
다우기술,023590,1997-08-27,"221,308,508","246,162,182","272,897,095","301,413,316",0,"40,013,006","44,293,820","46,219,840","53,297,763",0,"37,261,552","38,692,528","61,403,116","74,491,976",0
제이엠아이,033050,1997-08-18,"11,948,797","12,780,625","16,987,013","24,753,919",0,"227,998","-336,079","481,332","781,450",0,"-4,509,009","-7,928,136","713,512","540,057",0
제룡전기,033100,1997-08-18,"45,214,796","44,195,775","48,783,125","86,061,156",0,"5,741,495","3,778,978","117,080","15,983,348",0,"5,583,159","3,525,211","1,173,473","12,479,899",0
디지틀조선,033130,1997-08-06,"31,849,762","28,389,383","31,361,590","32,580,665",0,"2,738,391","1,544,320","2,267,567","2,325,615",0,"3,061,539","3,012,329","2,639,824","2,861,046",0
와이지-원,019210,1997-08-06,"330,868,998","273,249,511","315,335,749","404,452,584",0,"23,287,035","5,821,661","42,294,378","63,307,132",0,"3,085,008","-38,659,696","18,170,521","37,151,684",0
특수건설,026150,1997-08-06,"182,821,495","192,599,032","229,539,892","202,379,166",0,"1,139,178","4,898,652","2,415,745","2,924,352",0,"784,653","2,401,665","-6,829,149","1,745,835",0
바이온,032980,1997-08-06,"10,407,615","15,667,499","11,171,693","11,399,104",0,"-4,704,327","2,679,661","-4,110,488","-6,303,523",0,"-18,172,434","-11,176,018","-13,389,223","-9,391,043",0
아이즈비전,031310,1997-07-25,"18,146,822","17,455,706","23,392,889","28,577,329",0,"-1,602,165","2,231,877","2,533,786","1,088,541",0,"-4,133,512","15,872,689","14,775,325","-11,542,961",0
동일기연,032960,1997-07-18,"28,889,519","24,725,928","25,767,485","26,498,314",0,"1,975,944","1,593,523","2,138,155","1,995,502",0,"1,934,036","1,091,793","9,911,695","2,314,075",0
SKC,011790,1997-07-18,"1,229,900,590","556,765,066","58,334,398","111,742,203",0,"41,985,828","12,935,174","24,299,665","71,623,501",0,"14,016,265","460,249,057","16,767,188","118,429,349",0
웰바이오텍,010600,1997-07-18,"29,115,362","16,233,123","21,745,812","46,983,274",0,"-2,021,653","-12,074,169","-7,263,282","-4,189,597",0,"-16,800,645","-64,371,823","-22,689,915","-9,689,420",0
원풍물산,008290,1997-07-18,"40,753,665","29,083,210","30,870,989","33,300,033",0,"-1,336,652","-6,606,012","-1,292,420","210,181",0,"-2,734,244","-8,130,669","-9,328,855","-3,507,733",0
원익,032940,1997-07-18,"22,145,254","46,108,309","46,657,490","53,680,887",0,"-2,230,687","3,229,866","4,291,434","6,220,692",0,"31,288,574","10,873,273","2,006,230","6,870,749",0
소프트센,032680,1997-07-18,"94,999,247","39,992,809","44,663,504","32,431,036",0,"247,279","-153,435","15,616,640","12,630,548",0,"-3,376,557","-2,305,372","14,067,236","10,395,271",0
한국주강,025890,1997-07-18,"36,271,402","33,885,845","45,309,650","54,371,102",0,"-4,903,330","-128,366","-595,423","-517,656",0,"-13,564,456","-1,332,761","-1,818,819","1,721,453",0
삼진,032750,1997-07-14,"128,634,279","117,133,071","116,554,882","144,548,227",0,"8,506,391","8,121,641","1,111,086","441,762",0,"8,185,116","5,510,664","10,226,875","3,566,844",0
휴먼엔,032860,1997-07-04,"38,462,193","6,366,818","47,260,490","62,566,412",0,"-59,694","-2,680,574","784,260","-3,179,471",0,"-1,003,671","-35,382,093","-14,788,781","-5,606,375",0
비트컴퓨터,032850,1997-07-04,"37,165,111","35,750,730","34,488,045","33,047,687",0,"6,123,923","5,549,953","5,967,166","5,641,133",0,"7,078,763","6,587,167","4,765,238","4,814,230",0
엠젠솔루션,032790,1997-06-26,"15,390,272","13,982,082","17,159,743","27,332,468",0,"427,553","304,516","-1,380,273","-812,938",0,"-17,778,939","-5,118,759","6,126,825","-2,774,261",0
판타지오,032800,1997-06-26,"10,632,665","9,143,394","10,206,973","15,259,393",0,"476,942","-1,276,317","-1,615,843","1,556,310",0,"-17,384,101","-9,167,527","-20,982,290","-7,024,652",0
에쓰씨엔지니어링,023960,1997-06-23,"58,736,694","72,469,645","80,226,517","127,511,300",0,"1,013,792","-1,999,555","-4,012,277","1,989,721",0,"-9,772,257","-10,136,416","-4,457,200","2,045,845",0
덕양산업,024900,1997-06-23,"1,256,666,020","1,216,102,001","1,295,145,746","1,523,905,822",0,"5,453,709","5,911,500","12,846,099","28,926,053",0,"-13,065,493","-5,770,528","1,381,054","12,895,551",0
인지컨트롤스,023800,1997-06-23,"354,437,930","311,644,985","331,623,367","382,118,464",0,"10,211,530","-823,809","3,795,499","12,137,396",0,"42,281","-2,836,771","6,822,587","8,265,739",0
부산도시가스,015350,1997-06-23,"972,789,089",0,0,0,0,"43,528,727",0,0,0,0,"48,927,830",0,0,0,0
유비케어,032620,1997-05-02,"102,702,439","97,197,446","103,575,683","117,412,785",0,"9,969,188","10,210,227","8,487,951","6,120,819",0,"6,570,743","15,075,206","5,422,108","7,194,009",0
피델릭스,032580,1997-04-22,"56,029,896","58,691,305","77,636,823","72,559,081",0,"-462,458","-3,743,304","3,812,174","6,281,390",0,"-1,217,544","-5,154,591","2,900,401","8,246,656",0
TJ미디어,032540,1997-04-16,"69,728,502","49,047,361","50,277,899","76,587,335",0,"570,153","-3,053,395","551,763","3,309,677",0,"703,178","-2,757,017","854,573","3,430,136",0
휴맥스홀딩스,028080,1997-04-16,"2,569,162","4,412,316","7,756,131","12,350,222",0,"1,059,687","1,150,806","870,007","2,288,364",0,"-7,364,911","-14,154,598","-3,361,491","-983,676",0
삼일,032280,1997-03-15,"96,146,134","83,449,244","85,368,837","91,979,316",0,"2,498,645","-1,449,157","-2,759,130","1,796,436",0,"3,303,350","-3,143,203","-2,603,997","1,232,108",0
경동인베스트,012320,1997-03-07,"8,641,051","7,700,621","8,866,143","11,483,708",0,"-95,605","467,407","617,584","2,155,029",0,"-917,643","1,309,750","357,360","-7,427,562",0
에스제이엠홀딩스,025530,1997-02-12,"6,051,434","4,242,486","6,103,150","5,772,084",0,"4,157,785","2,172,038","2,947,987","3,341,586",0,"4,972,059","2,467,636","3,170,128","1,724,850",0
오스템,031510,1997-02-12,"140,905,908","106,707,546","83,387,060","93,986,976",0,"-9,661,483","2,068,342","-5,340,309","-4,730,447",0,"-13,981,087","2,573,650","-11,178,324","-13,649,506",0
콤텍시스템,031820,1997-02-12,"238,820,532","193,097,625","201,021,470","212,340,360",0,"3,046,974","2,192,190","5,954,496","3,294,104",0,"1,048,802","1,032,195","5,482,247","18,131,393",0
뉴인텍,012340,1997-02-12,"47,630,357","47,851,644","57,317,956","65,810,047",0,"1,032,559","821,037","-111,230","-8,475,539",0,"-1,101,245","397,622","355,135","-9,632,470",0
피에스케이홀딩스,031980,1997-01-07,"26,668,311","33,017,249","61,021,451","61,531,731",0,"7,316,436","-2,058,963","12,156,522","12,578,947",0,"9,626,086","62,264,681","18,050,597","16,062,239",0
엔에스엔,031860,1997-01-07,"9,082,944","11,133,326","20,754,141","8,253,796",0,"-1,403,342","-2,411,025","-5,317,874","-3,748,341",0,"-5,265,734","-11,256,789","-18,575,921","-16,334,941",0
SK하이닉스,000660,1996-12-26,"25,320,755,000","30,524,987,000","41,557,337,000","37,878,699,000",0,"1,989,700,000","4,545,877,000","12,183,360,000","7,660,947,000",0,"1,476,981,000","4,217,841,000","9,567,226,000","2,790,457,000",0
국동,005320,1996-12-24,"116,180,044","167,078,106","111,711,296","174,902,260",0,"-9,536,815","29,930,195","-2,404,364","7,109,779",0,"-6,989,987","-891,014","-1,926,513","-1,275,414",0
삼성엔지니어링,028050,1996-12-24,"4,795,373,705","5,020,786,128","5,085,977,646","6,673,315,540",0,"231,215,986","256,867,727","289,057,557","504,880,672",0,"152,524,779","232,094,661","177,152,142","307,787,439",0
동남합성,023450,1996-12-24,"126,057,340","124,928,328","160,295,973","193,400,697",0,"9,828,616","13,494,365","14,906,407","13,461,075",0,"17,838,941","9,947,503","11,725,985","10,621,743",0
퍼시스,016800,1996-12-24,"304,749,764","286,852,629","326,505,280","373,267,542",0,"25,123,308","25,718,753","28,653,227","36,440,646",0,"33,958,312","34,048,681","45,100,865","9,950,190",0
MH에탄올,023150,1996-12-24,"46,992,295","51,277,355","45,892,137","51,400,289",0,"7,828,586","8,238,755","3,675,428","585,536",0,"-5,004,935","1,156,387","4,938,622","5,685,051",0
신도리코,029530,1996-12-24,"397,786,844","322,076,518","308,631,359","361,238,885",0,"2,873,389","-13,484,745","5,643,760","-5,063,090",0,"9,313,444","-8,969,525","98,833,689","30,885,059",0
예스코홀딩스,015360,1996-12-24,"12,600,000","18,004,000","19,686,817","67,369,739",0,"6,000,619","4,253,726","174,887","-17,575,577",0,"7,990,288","-72,004,428","17,820,678","-11,640,346",0
세보엠이씨,011560,1996-12-23,"605,016,447","638,235,326","430,676,784","1,031,905,188",0,"-7,734,598","7,925,853","8,875,968","33,642,909",0,"-4,882,071","8,148,844","11,465,467","24,685,456",0
한일단조,024740,1996-11-29,"121,071,383","126,552,434","138,455,227","165,091,177",0,"3,608,736","1,704,116","-3,998,909","11,598,009",0,"888,992","-3,718,209","-13,253,394","5,270,345",0
동원수산,030720,1996-11-22,"108,074,421","98,783,332","102,770,966","121,855,318",0,"1,760,509","-4,410,818","6,002,089","6,007,134",0,"6,127,939","-3,229,177","7,458,425","6,741,908",0
WISCOM,024070,1996-11-22,"107,369,516","94,516,833","106,662,694","114,711,216",0,"855,633","-1,007,125","845,425","1,646,396",0,"1,376,483","-65,133","3,318,882","-9,050,973",0
미래산업,025560,1996-11-22,"28,484,409","39,425,116","47,543,225","56,491,235",0,"-4,701,636","1,709,670","7,616,584","7,938,009",0,"-6,314,394","-6,344,640","6,544,582","5,035,030",0
다올투자증권,030210,1996-11-19,"275,321,714","327,922,169","522,222,785","1,268,326,077",0,0,0,0,0,0,"53,848,338","59,386,494","179,503,013","48,368,439",0
양지사,030960,1996-10-24,"52,678,733","48,850,783","44,398,509","44,897,820",0,"2,450,949","1,655,726","-2,060,594","-594,794",0,"2,316,669","120,696,908","1,318,638","-4,087,993",0
광전자,017900,1996-10-16,"159,105,643","144,622,090","160,751,045","149,972,514",0,"-601,381","-9,073,944","8,366,390","6,044,838",0,"1,830,389","-14,946,433","8,859,652","13,492,897",0
HDC,012630,1996-10-16,"50,099,435","52,838,715","59,543,752","60,567,992",0,"27,348,011","30,321,601","37,542,133","36,176,244",0,"97,671,722","19,091,938","69,864,636","42,907,785",0
한국단자공업,025540,1996-10-16,"748,119,899","762,699,590","907,662,308","1,105,239,370",0,"28,883,420","67,322,166","53,916,332","45,133,384",0,"23,648,540","46,684,609","52,286,919","41,039,812",0
원익홀딩스,030530,1996-09-24,"203,149,271","346,741,962","311,482,812","269,244,294",0,"21,942,447","41,967,589","29,296,436","14,285,874",0,"2,740,350","30,847,885","27,952,933","13,508,274",0
한글과컴퓨터,030520,1996-09-24,"100,395,826","109,355,199","115,301,322","126,134,596",0,"28,219,649","32,619,638","43,716,985","42,304,712",0,"17,770,604","22,191,305","13,751,188","54,127,674",0
메이슨캐피탈,021880,1996-09-02,0,0,0,0,0,0,0,0,0,0,"-4,747,839","-6,940,455","1,636,466","-1,663,742",0
광무,029480,1996-08-27,"25,244,176","25,006,895","18,172,583","78,141,399",0,"-2,260,048","-3,068,879","-352,260","2,951,789",0,"-6,275,093","-19,141,822","-880,063","-7,441,364",0
대호특수강,021040,1996-08-27,"204,179,606","141,665,479","200,898,866","219,498,044",0,"4,582,920","-8,646,501","6,683,129","334,918",0,"693,931","-23,163,720","7,297,290","-4,713,803",0
티에이치엔,019180,1996-07-31,"356,789,121","313,392,799","368,053,474","393,289,275",0,"18,331,486","-9,409,274","25,547,736","21,543,431",0,"7,264,464","-12,505,524","6,838,786","6,147,109",0
디아이,003160,1996-07-31,"68,875,685","101,864,284","185,866,364","151,824,315",0,"-4,641,487","2,368,197","15,668,096","7,759,514",0,"4,244,909","5,100,100","14,147,993","10,828,940",0
신성이엔지,011930,1996-07-31,"269,629,823","366,980,012","329,555,144","489,623,723",0,"1,596,300","11,336,551","-5,390,425","11,866,394",0,"8,668,285","-19,883,902","-22,776,018","4,586,002",0
한온시스템,018880,1996-07-31,"2,668,852,091","2,680,084,688","2,860,878,992","3,202,875,800",0,"121,065,692","56,604,577","42,988,278","-8,710,688",0,"67,428,851","-23,055,700","71,348,987","-92,007,648",0
미래SCI,028040,1996-07-27,"14,699,802",0,0,0,0,"-5,016,986",0,0,0,0,"-20,090,037",0,0,0,0
HLB,028300,1996-07-27,"29,775,778","48,730,105","36,375,293","176,068,585",0,"-4,939,441","-9,905,938","-14,452,296","38,003,515",0,"-31,227,849","-60,065,222","-54,736,057","10,325,187",0
팜스토리,027710,1996-07-06,"538,289,582","960,780,357","1,035,698,238","1,325,617,588",0,"18,602,621","19,335,419","25,383,975","44,753,295",0,"8,730,015","21,218,000","13,350,581","10,022,092",0
영풍제지,006740,1996-07-03,"99,673,570","98,155,185","120,613,712","105,452,639",0,"10,910,061","10,274,154","8,150,514","7,856,944",0,"9,307,519","8,580,811","6,398,997","7,970,141",0
